"region","drivmedel","2013M01","2013M02","2013M03","2013M04","2013M05","2013M06","2013M07","2013M08","2013M09","2013M10","2013M11","2013M12"
"18 Örebro län","laddhybrid",1,7,0,0,0,1,2,6,1,0,0,1
"18 Örebro län","etanol/etanol flexifuel",1,4,6,1,7,15,10,28,4,4,9,7
"18 Örebro län","gas/gas flexifuel",5,2,1,9,11,5,6,2,12,9,9,14
"18 Örebro län","övriga bränslen",0,0,0,0,1,0,0,0,0,0,0,0
"19 Västmanlands län","bensin",130,134,235,230,268,262,220,249,248,252,236,192
"19 Västmanlands län","diesel",245,270,350,394,417,388,310,290,377,416,399,461
"19 Västmanlands län","el",0,0,0,0,0,1,0,0,1,0,2,0
"19 Västmanlands län","elhybrid",3,2,0,1,0,3,4,5,2,4,6,3
"19 Västmanlands län","laddhybrid",1,4,1,0,0,1,0,0,0,0,5,0
"19 Västmanlands län","etanol/etanol flexifuel",1,2,1,5,14,8,4,25,1,14,4,5
"19 Västmanlands län","gas/gas flexifuel",10,15,8,10,4,2,6,3,5,2,5,9
"19 Västmanlands län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"20 Dalarnas län","bensin",145,109,164,206,284,230,226,206,226,211,189,164
"20 Dalarnas län","diesel",235,284,317,376,358,313,240,255,339,392,356,421
"20 Dalarnas län","el",0,0,3,2,1,0,0,1,3,1,3,1
"20 Dalarnas län","elhybrid",3,5,4,2,2,3,4,13,3,6,5,2
"20 Dalarnas län","laddhybrid",2,6,0,0,1,1,3,1,1,0,1,0
"20 Dalarnas län","etanol/etanol flexifuel",0,0,3,0,2,2,6,23,5,4,9,3
"20 Dalarnas län","gas/gas flexifuel",1,0,0,0,0,1,0,0,0,0,0,0
"20 Dalarnas län","övriga bränslen",0,0,0,0,0,0,0,1,0,0,0,0
"21 Gävleborgs län","bensin",108,142,186,232,217,189,197,190,248,242,204,163
"21 Gävleborgs län","diesel",270,231,273,391,378,336,293,299,357,346,363,396
"21 Gävleborgs län","el",0,0,0,1,5,0,0,0,0,0,4,1
"21 Gävleborgs län","elhybrid",14,13,4,6,10,8,11,13,11,14,12,10
"21 Gävleborgs län","laddhybrid",0,2,1,1,2,0,1,1,2,1,2,1
"21 Gävleborgs län","etanol/etanol flexifuel",3,1,2,3,6,3,1,9,3,4,11,0
"21 Gävleborgs län","gas/gas flexifuel",2,2,4,0,4,3,1,2,2,0,3,1
"21 Gävleborgs län","övriga bränslen",0,0,0,0,0,0,0,0,0,1,0,0
"22 Västernorrlands län","bensin",97,94,130,155,179,170,158,171,195,158,138,138
"22 Västernorrlands län","diesel",263,278,271,364,415,367,256,356,392,370,343,402
"22 Västernorrlands län","el",0,0,0,0,0,0,0,0,1,0,1,0
"22 Västernorrlands län","elhybrid",7,2,4,1,2,0,5,8,9,4,4,5
"22 Västernorrlands län","laddhybrid",1,4,3,1,1,0,0,0,2,0,1,1
"22 Västernorrlands län","etanol/etanol flexifuel",11,17,17,7,18,15,4,0,3,5,13,5
"22 Västernorrlands län","gas/gas flexifuel",1,0,2,2,1,1,1,2,0,2,3,1
"22 Västernorrlands län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"23 Jämtlands län","bensin",37,30,47,45,63,43,46,63,50,53,50,35
"23 Jämtlands län","diesel",112,118,163,172,186,144,137,163,161,187,232,233
"23 Jämtlands län","el",1,0,0,0,0,0,0,4,0,1,4,2
"23 Jämtlands län","elhybrid",2,2,0,3,1,1,3,9,6,2,1,0
"23 Jämtlands län","laddhybrid",1,0,3,1,0,0,0,1,0,1,3,7
"23 Jämtlands län","etanol/etanol flexifuel",2,0,0,12,0,0,1,0,1,1,0,0
"23 Jämtlands län","gas/gas flexifuel",0,1,2,0,2,1,0,1,0,0,2,6
"23 Jämtlands län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"24 Västerbottens län","bensin",83,107,112,153,211,139,104,179,151,149,148,139
"24 Västerbottens län","diesel",245,254,294,348,369,314,246,319,340,333,276,415
"24 Västerbottens län","el",0,1,0,0,0,1,0,0,1,2,1,2
"24 Västerbottens län","elhybrid",6,8,8,1,5,3,3,5,14,16,2,13
"24 Västerbottens län","laddhybrid",1,3,1,1,1,2,2,0,1,1,1,0
"24 Västerbottens län","etanol/etanol flexifuel",3,10,1,2,2,6,2,0,4,3,1,1
"24 Västerbottens län","gas/gas flexifuel",0,6,1,2,3,0,3,5,2,1,1,3
"24 Västerbottens län","övriga bränslen",0,0,0,0,0,0,0,1,0,0,1,0
"25 Norrbottens län","bensin",95,97,65,108,175,149,106,163,114,139,131,158
"25 Norrbottens län","diesel",357,209,289,314,320,286,271,320,339,326,396,366
"25 Norrbottens län","el",0,1,0,0,0,0,0,0,0,0,1,1
"25 Norrbottens län","elhybrid",4,1,3,4,2,1,3,9,7,10,9,6
"25 Norrbottens län","laddhybrid",2,4,3,2,0,3,0,0,1,1,1,2
"25 Norrbottens län","etanol/etanol flexifuel",2,0,0,0,1,0,4,1,1,1,1,1
"25 Norrbottens län","gas/gas flexifuel",0,1,0,0,0,0,0,0,0,1,0,0
"25 Norrbottens län","övriga bränslen",0,0,0,0,0,0,0,0,0,1,0,0
"0114 Upplands Väsby","bensin",32,39,29,115,49,58,83,54,55,36,71,64
"0114 Upplands Väsby","diesel",55,94,25,66,38,99,74,131,57,35,38,134
"0114 Upplands Väsby","el",0,0,0,0,0,0,0,0,0,0,0,0
"0114 Upplands Väsby","elhybrid",3,1,2,1,2,2,4,4,5,2,6,2
"0114 Upplands Väsby","laddhybrid",0,3,1,0,0,0,1,0,1,0,1,1
"0114 Upplands Väsby","etanol/etanol flexifuel",0,2,0,0,1,0,0,3,2,0,0,0
"0114 Upplands Väsby","gas/gas flexifuel",2,1,2,1,2,1,0,1,2,0,3,0
"0114 Upplands Väsby","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0115 Vallentuna","bensin",13,18,25,35,27,35,24,21,24,31,25,24
"0115 Vallentuna","diesel",16,15,21,21,28,31,24,17,18,27,24,33
"0115 Vallentuna","el",0,0,0,0,0,0,0,0,0,0,0,0
"0115 Vallentuna","elhybrid",3,0,0,1,1,0,2,2,4,2,3,0
"0115 Vallentuna","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,1
"0115 Vallentuna","etanol/etanol flexifuel",0,0,0,0,0,1,0,2,0,1,0,0
"0115 Vallentuna","gas/gas flexifuel",0,0,0,0,0,0,0,0,0,0,1,0
"0115 Vallentuna","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0117 Österåker","bensin",28,22,39,47,45,49,35,44,44,64,51,31
"0117 Österåker","diesel",31,19,34,27,55,31,26,32,33,39,39,56
"0117 Österåker","el",0,0,0,0,0,0,0,0,1,0,0,1
"0117 Österåker","elhybrid",3,0,1,2,3,4,10,5,5,5,4,8
"0117 Österåker","laddhybrid",0,0,1,0,0,0,0,0,0,0,0,0
"0117 Österåker","etanol/etanol flexifuel",0,1,1,0,2,1,0,0,0,0,0,0
"0117 Österåker","gas/gas flexifuel",0,1,1,0,0,1,0,0,1,0,1,0
"0117 Österåker","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0120 Värmdö","bensin",21,22,31,46,34,24,39,24,36,49,57,37
"0120 Värmdö","diesel",26,20,31,21,32,28,24,34,27,31,34,34
"0120 Värmdö","el",0,0,0,0,0,0,1,0,1,1,1,0
"0120 Värmdö","elhybrid",3,3,3,3,1,1,3,2,1,4,2,2
"0120 Värmdö","laddhybrid",1,0,0,0,0,0,0,0,0,0,1,1
"0120 Värmdö","etanol/etanol flexifuel",0,0,1,0,0,0,1,0,0,0,0,0
"0120 Värmdö","gas/gas flexifuel",1,0,0,0,0,1,0,0,1,0,1,0
"0120 Värmdö","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0123 Järfälla","bensin",31,36,42,43,64,76,48,54,60,64,85,72
"0123 Järfälla","diesel",33,26,27,56,71,46,33,47,42,69,46,39
"0123 Järfälla","el",0,0,0,0,0,0,0,0,0,1,0,0
"0123 Järfälla","elhybrid",2,1,2,0,4,1,1,3,6,6,4,6
"0123 Järfälla","laddhybrid",0,1,0,0,0,0,0,0,0,0,2,0
"0123 Järfälla","etanol/etanol flexifuel",0,1,0,1,4,0,2,1,0,2,1,1
"0123 Järfälla","gas/gas flexifuel",3,1,4,2,3,2,0,2,1,2,1,4
"0123 Järfälla","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0125 Ekerö","bensin",16,10,15,13,23,9,19,20,16,21,21,16
"0125 Ekerö","diesel",13,10,21,13,21,23,15,15,24,19,20,19
"0125 Ekerö","el",0,0,0,0,0,0,0,0,0,0,0,0
"0125 Ekerö","elhybrid",1,1,2,0,1,0,1,0,0,1,2,1
"0125 Ekerö","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0125 Ekerö","etanol/etanol flexifuel",0,0,1,0,1,1,1,0,0,0,0,0
"0125 Ekerö","gas/gas flexifuel",0,0,0,0,0,0,0,1,0,0,0,0
"0125 Ekerö","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0126 Huddinge","bensin",40,54,99,74,95,124,81,85,146,151,90,76
"0126 Huddinge","diesel",60,63,78,104,100,124,101,88,164,106,88,110
"0126 Huddinge","el",0,3,0,1,1,0,1,8,0,0,0,0
"0126 Huddinge","elhybrid",9,8,10,6,7,11,9,13,7,12,7,12
"0126 Huddinge","laddhybrid",2,4,4,1,0,0,2,2,2,2,1,0
"0126 Huddinge","etanol/etanol flexifuel",2,0,0,0,0,0,0,2,1,1,0,4
"0126 Huddinge","gas/gas flexifuel",0,2,1,10,0,2,1,1,5,10,4,10
"0126 Huddinge","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0127 Botkyrka","bensin",23,40,46,52,53,43,41,46,53,81,56,34
"0127 Botkyrka","diesel",30,30,35,53,51,37,42,30,34,38,40,44
"0127 Botkyrka","el",0,0,4,1,0,0,0,0,0,1,0,0
"0127 Botkyrka","elhybrid",2,3,8,3,4,3,7,6,7,6,8,6
"0127 Botkyrka","laddhybrid",0,1,0,1,1,1,0,0,0,0,0,1
"0127 Botkyrka","etanol/etanol flexifuel",1,0,0,0,1,0,2,0,0,0,0,0
"0127 Botkyrka","gas/gas flexifuel",7,3,15,11,6,6,5,8,4,7,9,6
"0127 Botkyrka","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0128 Salem","bensin",7,9,7,7,15,15,8,14,14,17,11,8
"0128 Salem","diesel",8,11,7,18,21,12,11,10,13,11,19,14
"0128 Salem","el",0,0,0,0,0,0,0,0,0,0,0,0
"0128 Salem","elhybrid",0,1,0,0,0,0,0,0,2,0,3,0
"0128 Salem","laddhybrid",0,0,1,0,0,0,0,0,0,0,0,0
"0128 Salem","etanol/etanol flexifuel",0,0,0,0,0,1,0,0,0,0,0,0
"0128 Salem","gas/gas flexifuel",0,0,0,0,0,0,0,0,0,0,0,0
"0128 Salem","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0136 Haninge","bensin",47,64,51,119,80,96,65,74,76,85,73,75
"0136 Haninge","diesel",49,70,57,97,82,84,85,71,91,65,63,84
"0136 Haninge","el",0,0,0,0,0,0,0,0,0,0,1,0
"0136 Haninge","elhybrid",1,3,0,4,5,4,5,6,8,8,8,4
"0136 Haninge","laddhybrid",0,1,0,0,0,0,0,0,0,0,0,0
"0136 Haninge","etanol/etanol flexifuel",0,0,0,0,3,4,1,2,0,0,0,0
"0136 Haninge","gas/gas flexifuel",1,2,2,3,1,2,0,5,2,0,0,1
"0136 Haninge","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0138 Tyresö","bensin",11,18,21,35,26,30,29,37,31,33,34,25
"0138 Tyresö","diesel",25,22,21,25,31,27,21,27,24,33,29,28
"0138 Tyresö","el",0,0,0,0,1,0,0,0,0,0,0,0
"0138 Tyresö","elhybrid",0,0,1,1,1,3,3,1,0,4,2,3
"0138 Tyresö","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0138 Tyresö","etanol/etanol flexifuel",0,0,0,0,0,1,2,0,0,0,0,0
"0138 Tyresö","gas/gas flexifuel",0,0,0,0,0,0,0,0,1,0,2,0
"0138 Tyresö","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0139 Upplands-Bro","bensin",14,16,16,49,20,17,33,16,29,33,20,14
"0139 Upplands-Bro","diesel",10,36,24,68,64,13,25,11,43,42,14,22
"0139 Upplands-Bro","el",0,0,0,0,0,0,0,0,0,0,0,0
"0139 Upplands-Bro","elhybrid",1,1,0,0,0,0,0,0,1,1,2,1
"0139 Upplands-Bro","laddhybrid",1,0,0,0,0,0,0,0,0,0,0,0
"0139 Upplands-Bro","etanol/etanol flexifuel",1,1,0,0,0,0,0,1,0,0,0,0
"0139 Upplands-Bro","gas/gas flexifuel",0,1,0,0,0,1,0,1,1,1,0,0
"0139 Upplands-Bro","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0140 Nykvarn","bensin",1,4,6,11,8,11,12,8,9,13,13,8
"0140 Nykvarn","diesel",5,7,5,12,7,7,6,6,7,7,4,7
"0140 Nykvarn","el",0,0,0,0,0,0,0,0,0,0,0,0
"0140 Nykvarn","elhybrid",1,0,1,0,0,1,0,0,0,0,0,0
"0140 Nykvarn","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0140 Nykvarn","etanol/etanol flexifuel",0,0,0,0,1,2,0,0,0,0,0,0
"0140 Nykvarn","gas/gas flexifuel",0,0,0,0,0,0,0,0,0,0,0,0
"0140 Nykvarn","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0160 Täby","bensin",28,29,50,48,58,52,49,60,57,59,52,51
"0160 Täby","diesel",54,42,47,49,86,76,55,53,69,67,79,79
"0160 Täby","el",0,0,0,0,1,0,0,0,0,0,0,1
"0160 Täby","elhybrid",4,3,3,1,10,10,6,7,11,4,10,12
"0160 Täby","laddhybrid",1,1,1,0,0,0,1,0,1,0,0,0
"0160 Täby","etanol/etanol flexifuel",0,0,0,0,2,0,0,2,1,0,0,4
"0160 Täby","gas/gas flexifuel",2,1,4,4,2,0,2,1,0,0,2,1
"0160 Täby","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0162 Danderyd","bensin",19,65,128,39,66,81,43,55,85,72,64,92
"0162 Danderyd","diesel",44,115,229,102,214,99,67,147,165,114,132,100
"0162 Danderyd","el",0,0,0,1,3,0,0,0,0,2,0,1
"0162 Danderyd","elhybrid",1,4,1,3,1,2,1,2,3,2,2,2
"0162 Danderyd","laddhybrid",1,0,4,1,3,0,0,0,1,1,1,1
"0162 Danderyd","etanol/etanol flexifuel",0,0,0,1,2,1,0,0,0,1,0,0
"0162 Danderyd","gas/gas flexifuel",0,0,3,0,1,1,0,3,1,1,0,2
"0162 Danderyd","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0163 Sollentuna","bensin",54,45,100,84,72,75,65,94,83,76,77,110
"0163 Sollentuna","diesel",83,145,105,152,168,111,119,165,185,180,182,132
"0163 Sollentuna","el",0,0,0,1,0,0,0,0,0,0,1,0
"0163 Sollentuna","elhybrid",9,5,2,9,7,3,3,5,4,3,4,4
"0163 Sollentuna","laddhybrid",1,2,1,0,1,1,2,0,2,0,4,8
"0163 Sollentuna","etanol/etanol flexifuel",1,2,2,3,4,3,3,1,0,5,0,5
"0163 Sollentuna","gas/gas flexifuel",2,5,1,3,4,1,2,3,2,1,2,3
"0163 Sollentuna","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0180 Stockholm","bensin",448,593,915,836,1271,1009,921,729,749,969,886,792
"0180 Stockholm","diesel",2044,2545,3216,3021,3895,2903,1764,2210,2932,2900,2904,2728
"0180 Stockholm","el",18,4,2,5,5,1,2,3,5,5,10,3
"0180 Stockholm","elhybrid",72,72,81,102,117,71,66,111,119,100,81,105
"0180 Stockholm","laddhybrid",15,54,40,16,9,14,19,12,10,26,28,21
"0180 Stockholm","etanol/etanol flexifuel",42,27,174,37,71,99,39,32,39,56,34,24
"0180 Stockholm","gas/gas flexifuel",119,98,61,66,59,54,41,52,44,43,50,61
"0180 Stockholm","övriga bränslen",0,0,1,1,0,0,0,0,0,1,0,0
"0181 Södertälje","bensin",51,56,55,118,86,96,74,94,75,125,133,169
"0181 Södertälje","diesel",97,102,80,130,142,120,81,74,113,129,134,123
"0181 Södertälje","el",0,0,0,0,0,0,0,0,0,6,2,0
