"region","drivmedel","2008M01","2008M02","2008M03","2008M04","2008M05","2008M06","2008M07","2008M08","2008M09","2008M10","2008M11","2008M12"
"05 Östergötlands län","etanol/etanol flexifuel",188,200,149,230,252,181,178,174,263,211,156,163
"05 Östergötlands län","gas/gas flexifuel",3,7,7,7,0,12,6,8,20,15,27,19
"05 Östergötlands län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"06 Jönköpings län","bensin",411,393,496,539,486,384,315,309,391,318,207,230
"06 Jönköpings län","diesel",221,406,453,487,443,389,267,292,322,348,256,332
"06 Jönköpings län","el",0,0,0,0,0,0,0,0,0,0,0,0
"06 Jönköpings län","elhybrid",9,12,9,20,15,11,9,7,11,7,5,10
"06 Jönköpings län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"06 Jönköpings län","etanol/etanol flexifuel",187,183,166,197,224,163,115,209,220,242,190,126
"06 Jönköpings län","gas/gas flexifuel",1,7,2,2,3,5,0,3,4,21,4,3
"06 Jönköpings län","övriga bränslen",0,0,0,0,0,0,1,0,0,0,0,0
"07 Kronobergs län","bensin",187,188,241,280,245,220,177,168,191,170,104,115
"07 Kronobergs län","diesel",122,195,208,231,219,223,145,143,198,151,114,138
"07 Kronobergs län","el",0,0,0,0,0,0,0,0,0,0,0,0
"07 Kronobergs län","elhybrid",0,5,2,1,6,1,5,8,2,4,1,1
"07 Kronobergs län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"07 Kronobergs län","etanol/etanol flexifuel",67,83,99,109,101,85,90,71,102,136,71,67
"07 Kronobergs län","gas/gas flexifuel",0,1,0,0,0,1,0,0,0,1,0,1
"07 Kronobergs län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"08 Kalmar län","bensin",173,225,249,320,320,226,189,192,231,214,173,134
"08 Kalmar län","diesel",103,152,187,235,230,156,149,146,168,165,130,170
"08 Kalmar län","el",0,0,0,0,0,0,0,0,0,0,0,0
"08 Kalmar län","elhybrid",6,2,13,6,7,3,3,3,7,1,1,3
"08 Kalmar län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"08 Kalmar län","etanol/etanol flexifuel",76,72,62,116,122,97,96,98,108,132,64,65
"08 Kalmar län","gas/gas flexifuel",0,0,0,1,1,0,2,1,0,4,1,4
"08 Kalmar län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"09 Gotlands län","bensin",36,32,40,45,58,43,36,25,28,20,22,15
"09 Gotlands län","diesel",7,19,26,41,41,33,34,26,19,23,16,21
"09 Gotlands län","el",0,0,0,0,0,0,0,0,0,0,0,0
"09 Gotlands län","elhybrid",1,0,1,1,0,0,2,0,0,1,0,0
"09 Gotlands län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"09 Gotlands län","etanol/etanol flexifuel",13,18,6,23,19,29,9,13,14,23,16,6
"09 Gotlands län","gas/gas flexifuel",0,0,0,0,0,0,0,0,0,0,0,0
"09 Gotlands län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"10 Blekinge län","bensin",111,132,157,214,170,173,139,150,119,136,110,75
"10 Blekinge län","diesel",53,83,95,115,126,110,60,55,65,96,62,45
"10 Blekinge län","el",0,0,0,0,0,0,0,0,0,0,0,0
"10 Blekinge län","elhybrid",2,2,1,0,4,1,2,1,3,0,0,2
"10 Blekinge län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"10 Blekinge län","etanol/etanol flexifuel",57,38,77,75,72,96,64,55,76,99,80,61
"10 Blekinge län","gas/gas flexifuel",0,0,0,0,0,0,0,1,3,0,0,0
"10 Blekinge län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"12 Skåne län","bensin",1696,1738,1898,2262,2136,1853,1554,1334,1516,1414,1058,977
"12 Skåne län","diesel",695,1048,1155,1317,1248,1026,916,844,974,976,801,810
"12 Skåne län","el",0,0,0,0,0,0,0,0,0,0,0,0
"12 Skåne län","elhybrid",39,31,30,64,47,34,31,42,51,36,23,32
"12 Skåne län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"12 Skåne län","etanol/etanol flexifuel",437,482,436,510,566,555,442,356,642,569,479,408
"12 Skåne län","gas/gas flexifuel",13,11,9,13,19,7,10,15,25,19,8,24
"12 Skåne län","övriga bränslen",0,0,0,0,1,0,0,0,0,0,0,1
"13 Hallands län","bensin",307,334,390,438,356,339,305,259,345,280,197,226
"13 Hallands län","diesel",146,302,289,384,358,285,232,205,243,226,166,199
"13 Hallands län","el",0,0,0,0,0,0,0,0,0,0,0,0
"13 Hallands län","elhybrid",3,2,5,7,4,6,4,5,6,3,3,3
"13 Hallands län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"13 Hallands län","etanol/etanol flexifuel",96,103,105,129,117,92,110,74,135,128,73,86
"13 Hallands län","gas/gas flexifuel",0,3,1,2,5,1,1,3,2,5,4,3
"13 Hallands län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"14 Västra Götalands län","bensin",1938,1875,2356,2629,2563,2123,1636,1637,2029,1667,1330,1291
"14 Västra Götalands län","diesel",910,1398,1509,2118,1937,1910,1228,1261,1562,1416,1072,1211
"14 Västra Götalands län","el",0,0,0,0,0,0,0,0,0,0,0,0
"14 Västra Götalands län","elhybrid",39,49,60,69,44,57,45,38,40,30,25,49
"14 Västra Götalands län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"14 Västra Götalands län","etanol/etanol flexifuel",939,740,809,878,1080,1426,567,616,1091,1207,799,498
"14 Västra Götalands län","gas/gas flexifuel",22,21,16,28,25,21,9,18,38,36,53,44
"14 Västra Götalands län","övriga bränslen",0,0,0,0,0,0,1,0,0,1,0,0
"15 f.d. Älvsborgs län","bensin",0,0,0,0,0,0,0,0,0,0,0,0
"15 f.d. Älvsborgs län","diesel",0,0,0,0,0,0,0,0,0,0,0,0
"15 f.d. Älvsborgs län","el",0,0,0,0,0,0,0,0,0,0,0,0
"15 f.d. Älvsborgs län","elhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"15 f.d. Älvsborgs län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"15 f.d. Älvsborgs län","etanol/etanol flexifuel",0,0,0,0,0,0,0,0,0,0,0,0
"15 f.d. Älvsborgs län","gas/gas flexifuel",0,0,0,0,0,0,0,0,0,0,0,0
"15 f.d. Älvsborgs län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","bensin",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","diesel",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","el",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","elhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","etanol/etanol flexifuel",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","gas/gas flexifuel",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"17 Värmlands län","bensin",205,237,252,337,318,265,228,229,270,222,166,145
"17 Värmlands län","diesel",160,242,234,282,352,251,195,179,248,265,183,190
"17 Värmlands län","el",0,0,0,0,0,0,0,0,0,0,0,0
"17 Värmlands län","elhybrid",2,0,2,4,3,4,8,6,4,4,1,3
"17 Värmlands län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"17 Värmlands län","etanol/etanol flexifuel",90,75,102,143,138,97,89,145,203,145,97,79
"17 Värmlands län","gas/gas flexifuel",0,0,0,0,1,0,2,1,0,0,0,0
"17 Värmlands län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"18 Örebro län","bensin",254,265,248,383,359,288,263,200,249,219,166,142
"18 Örebro län","diesel",130,177,224,281,238,240,170,164,211,196,135,138
"18 Örebro län","el",0,0,0,0,0,0,0,0,0,0,0,0
"18 Örebro län","elhybrid",11,13,2,10,13,6,2,2,7,5,5,1
"18 Örebro län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"18 Örebro län","etanol/etanol flexifuel",98,65,67,85,118,137,63,79,130,133,72,94
"18 Örebro län","gas/gas flexifuel",0,4,0,0,2,0,0,0,2,4,0,11
"18 Örebro län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"19 Västmanlands län","bensin",171,237,244,299,257,182,218,233,194,216,172,114
"19 Västmanlands län","diesel",74,126,229,239,187,135,130,107,138,160,157,139
"19 Västmanlands län","el",0,0,0,0,0,0,0,0,0,0,0,0
"19 Västmanlands län","elhybrid",1,1,1,4,7,4,2,1,7,5,5,1
"19 Västmanlands län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"19 Västmanlands län","etanol/etanol flexifuel",76,77,90,89,99,120,54,77,110,142,70,83
"19 Västmanlands län","gas/gas flexifuel",0,1,0,1,1,0,1,0,0,3,8,2
"19 Västmanlands län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"20 Dalarnas län","bensin",190,244,299,345,329,286,233,227,229,202,161,113
"20 Dalarnas län","diesel",140,224,241,297,285,242,182,221,241,211,155,182
"20 Dalarnas län","el",0,0,0,0,0,0,0,0,0,0,0,0
"20 Dalarnas län","elhybrid",3,1,3,1,3,2,2,2,2,2,4,0
"20 Dalarnas län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"20 Dalarnas län","etanol/etanol flexifuel",53,64,66,104,85,86,56,65,93,91,55,47
"20 Dalarnas län","gas/gas flexifuel",0,0,1,0,0,0,0,1,1,1,0,1
"20 Dalarnas län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"21 Gävleborgs län","bensin",219,243,283,336,329,307,231,235,224,195,180,150
"21 Gävleborgs län","diesel",83,214,226,302,295,183,179,147,227,194,171,162
"21 Gävleborgs län","el",0,0,0,0,0,0,0,0,0,0,0,0
"21 Gävleborgs län","elhybrid",10,10,3,4,7,5,7,5,8,4,6,4
"21 Gävleborgs län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"21 Gävleborgs län","etanol/etanol flexifuel",77,63,64,96,84,90,104,75,118,105,80,67
"21 Gävleborgs län","gas/gas flexifuel",0,0,0,0,0,0,0,0,0,0,0,0
"21 Gävleborgs län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"22 Västernorrlands län","bensin",148,163,195,212,245,181,158,177,182,154,118,82
"22 Västernorrlands län","diesel",103,201,218,284,238,194,184,173,234,215,166,169
"22 Västernorrlands län","el",0,0,0,0,0,0,0,0,0,0,0,0
"22 Västernorrlands län","elhybrid",1,4,1,3,6,4,0,3,2,2,3,3
"22 Västernorrlands län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"22 Västernorrlands län","etanol/etanol flexifuel",88,91,120,107,123,106,83,100,103,119,94,74
"22 Västernorrlands län","gas/gas flexifuel",0,0,0,0,0,0,0,0,0,1,0,0
"22 Västernorrlands län","övriga bränslen",0,0,0,0,0,1,0,0,0,0,0,0
"23 Jämtlands län","bensin",58,58,83,64,73,67,60,84,74,67,60,75
"23 Jämtlands län","diesel",54,99,128,101,147,125,114,89,96,93,89,98
"23 Jämtlands län","el",0,0,0,0,0,0,0,0,0,0,0,0
"23 Jämtlands län","elhybrid",0,2,1,1,4,2,1,2,0,0,0,1
"23 Jämtlands län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"23 Jämtlands län","etanol/etanol flexifuel",47,72,17,10,21,45,40,15,56,41,27,52
"23 Jämtlands län","gas/gas flexifuel",2,8,1,2,0,2,0,1,3,1,3,0
"23 Jämtlands län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"24 Västerbottens län","bensin",121,166,157,211,214,159,144,158,190,135,97,115
"24 Västerbottens län","diesel",139,219,176,270,301,190,165,195,200,219,158,154
"24 Västerbottens län","el",0,0,0,0,0,0,0,0,0,0,0,0
"24 Västerbottens län","elhybrid",7,1,2,4,6,5,3,5,3,2,2,3
"24 Västerbottens län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"24 Västerbottens län","etanol/etanol flexifuel",45,81,47,73,69,138,77,87,104,145,79,61
"24 Västerbottens län","gas/gas flexifuel",0,0,0,1,1,0,0,0,0,0,2,0
"24 Västerbottens län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"25 Norrbottens län","bensin",168,140,138,193,230,203,141,173,168,147,121,97
"25 Norrbottens län","diesel",103,208,165,238,219,188,141,190,187,177,148,138
"25 Norrbottens län","el",0,0,0,0,0,0,0,0,0,0,0,0
"25 Norrbottens län","elhybrid",4,2,2,1,3,4,1,3,4,3,0,0
"25 Norrbottens län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"25 Norrbottens län","etanol/etanol flexifuel",84,39,35,42,93,79,48,62,66,71,60,65
"25 Norrbottens län","gas/gas flexifuel",0,0,0,0,0,0,0,0,1,2,1,0
"25 Norrbottens län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0114 Upplands Väsby","bensin",30,63,56,43,46,36,22,26,28,22,16,31
"0114 Upplands Väsby","diesel",81,17,18,27,39,20,26,12,20,20,19,30
"0114 Upplands Väsby","el",0,0,0,0,0,0,0,0,0,0,0,0
"0114 Upplands Väsby","elhybrid",5,2,1,1,1,1,2,0,2,0,2,6
"0114 Upplands Väsby","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0114 Upplands Väsby","etanol/etanol flexifuel",10,12,13,22,7,9,13,17,14,15,14,7
"0114 Upplands Väsby","gas/gas flexifuel",0,1,0,0,0,0,0,0,0,0,0,1
"0114 Upplands Väsby","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0115 Vallentuna","bensin",19,18,27,38,24,27,24,16,26,15,19,11
"0115 Vallentuna","diesel",15,14,16,15,18,15,10,10,26,15,7,17
"0115 Vallentuna","el",0,0,0,0,0,0,0,0,0,0,0,0
"0115 Vallentuna","elhybrid",0,0,0,1,0,1,0,0,2,1,0,2
"0115 Vallentuna","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0115 Vallentuna","etanol/etanol flexifuel",18,14,12,18,15,19,9,10,17,11,23,9
"0115 Vallentuna","gas/gas flexifuel",0,0,0,0,0,0,0,1,0,3,0,0
"0115 Vallentuna","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0117 Österåker","bensin",41,44,48,54,54,45,28,21,36,39,22,28
"0117 Österåker","diesel",19,21,24,35,35,26,23,15,22,25,15,18
"0117 Österåker","el",0,0,0,0,0,0,0,0,0,0,0,0
"0117 Österåker","elhybrid",5,4,1,8,3,2,3,2,1,0,1,8
"0117 Österåker","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0117 Österåker","etanol/etanol flexifuel",16,11,8,11,12,8,4,8,14,3,1,8
"0117 Österåker","gas/gas flexifuel",0,0,0,0,0,0,0,0,1,0,0,0
"0117 Österåker","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0120 Värmdö","bensin",19,24,34,47,32,30,22,30,17,30,28,16
"0120 Värmdö","diesel",16,17,25,27,26,19,14,23,17,20,14,18
"0120 Värmdö","el",0,0,0,0,0,0,0,0,0,0,0,0
"0120 Värmdö","elhybrid",0,1,1,2,2,0,0,3,1,0,0,1
"0120 Värmdö","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0120 Värmdö","etanol/etanol flexifuel",7,3,7,10,11,6,11,7,12,6,14,12
"0120 Värmdö","gas/gas flexifuel",0,0,0,0,0,0,0,0,0,0,1,0
"0120 Värmdö","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0123 Järfälla","bensin",37,47,73,72,72,61,49,44,55,50,28,21
"0123 Järfälla","diesel",24,31,54,61,31,49,17,25,24,16,16,21
"0123 Järfälla","el",0,0,0,0,0,0,0,0,0,0,0,0
"0123 Järfälla","elhybrid",3,2,1,2,3,4,1,3,3,3,4,3
"0123 Järfälla","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0123 Järfälla","etanol/etanol flexifuel",13,24,9,19,20,58,13,9,22,18,13,21
"0123 Järfälla","gas/gas flexifuel",0,0,1,0,0,0,0,0,0,2,0,1
"0123 Järfälla","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0125 Ekerö","bensin",11,14,19,22,12,18,9,21,13,17,12,14
"0125 Ekerö","diesel",12,6,14,9,11,14,9,10,15,12,8,11
"0125 Ekerö","el",0,0,0,0,0,0,0,0,0,0,0,0
"0125 Ekerö","elhybrid",0,0,0,0,0,1,1,2,0,0,2,0
"0125 Ekerö","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0125 Ekerö","etanol/etanol flexifuel",3,2,9,8,11,5,2,1,6,3,4,8
"0125 Ekerö","gas/gas flexifuel",0,0,0,0,0,0,0,1,1,1,2,0
"0125 Ekerö","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0126 Huddinge","bensin",69,74,121,97,93,82,76,78,64,75,79,51
"0126 Huddinge","diesel",24,34,47,76,46,29,30,31,38,36,33,27
"0126 Huddinge","el",0,0,0,0,0,0,0,0,0,0,0,0
"0126 Huddinge","elhybrid",1,3,2,3,2,2,0,2,2,4,0,5
"0126 Huddinge","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0126 Huddinge","etanol/etanol flexifuel",21,20,21,29,36,20,35,37,40,42,43,28
"0126 Huddinge","gas/gas flexifuel",1,1,0,1,0,0,0,1,2,1,4,3
"0126 Huddinge","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0127 Botkyrka","bensin",61,52,43,66,53,67,51,45,45,49,31,26
"0127 Botkyrka","diesel",18,22,33,44,28,40,21,21,22,21,23,17
"0127 Botkyrka","el",0,0,0,0,0,0,0,0,0,0,0,0
"0127 Botkyrka","elhybrid",2,1,2,1,1,0,3,0,0,0,1,4
"0127 Botkyrka","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0127 Botkyrka","etanol/etanol flexifuel",11,8,10,12,17,34,10,15,14,24,22,15
"0127 Botkyrka","gas/gas flexifuel",0,0,0,0,1,0,0,0,0,2,1,2
"0127 Botkyrka","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0128 Salem","bensin",10,9,8,17,16,6,10,13,11,5,10,7
"0128 Salem","diesel",4,6,5,13,2,6,5,1,7,3,1,4
"0128 Salem","el",0,0,0,0,0,0,0,0,0,0,0,0
"0128 Salem","elhybrid",1,1,0,0,0,0,0,0,0,0,0,0
"0128 Salem","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0128 Salem","etanol/etanol flexifuel",2,4,4,4,5,7,4,2,4,7,5,0
"0128 Salem","gas/gas flexifuel",0,0,0,0,0,0,0,0,0,0,0,0
"0128 Salem","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0136 Haninge","bensin",73,76,64,81,63,75,54,51,64,66,40,35
"0136 Haninge","diesel",21,36,30,55,45,29,28,21,29,37,30,28
"0136 Haninge","el",0,0,0,0,0,0,0,0,0,0,0,0
"0136 Haninge","elhybrid",2,1,1,3,1,1,2,0,4,4,3,5
"0136 Haninge","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0136 Haninge","etanol/etanol flexifuel",13,16,24,24,22,28,19,15,19,18,20,25
"0136 Haninge","gas/gas flexifuel",0,1,0,1,0,0,0,0,1,1,1,1
"0136 Haninge","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0138 Tyresö","bensin",28,29,28,58,30,26,23,32,20,24,16,22
"0138 Tyresö","diesel",11,16,17,23,14,24,18,16,19,16,6,8
"0138 Tyresö","el",0,0,0,0,0,0,0,0,0,0,0,0
"0138 Tyresö","elhybrid",0,2,0,1,3,1,0,2,1,1,3,1
"0138 Tyresö","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0138 Tyresö","etanol/etanol flexifuel",6,7,11,10,15,6,12,10,13,21,12,15
"0138 Tyresö","gas/gas flexifuel",0,1,0,1,0,0,0,0,0,0,1,0
"0138 Tyresö","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0139 Upplands-Bro","bensin",12,17,15,16,24,17,15,15,9,12,12,6
"0139 Upplands-Bro","diesel",5,5,8,21,12,10,6,7,7,15,12,9
"0139 Upplands-Bro","el",0,0,0,0,0,0,0,0,0,0,0,0
"0139 Upplands-Bro","elhybrid",0,1,0,2,0,0,0,1,0,0,0,1
"0139 Upplands-Bro","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0139 Upplands-Bro","etanol/etanol flexifuel",4,5,5,7,7,2,5,4,5,13,6,11
"0139 Upplands-Bro","gas/gas flexifuel",0,0,0,1,0,0,0,0,0,0,1,0
"0139 Upplands-Bro","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0140 Nykvarn","bensin",7,7,9,9,10,5,10,4,7,5,7,3
"0140 Nykvarn","diesel",2,6,7,7,4,2,2,3,5,7,2,4
"0140 Nykvarn","el",0,0,0,0,0,0,0,0,0,0,0,0
"0140 Nykvarn","elhybrid",1,0,0,0,1,0,0,0,0,0,0,0
"0140 Nykvarn","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0140 Nykvarn","etanol/etanol flexifuel",2,1,1,5,0,4,3,4,4,1,4,0
"0140 Nykvarn","gas/gas flexifuel",0,0,0,0,0,0,0,0,0,0,0,0
"0140 Nykvarn","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0160 Täby","bensin",55,59,60,70,94,55,48,70,55,61,41,38
"0160 Täby","diesel",23,38,33,60,49,34,36,32,27,43,40,37
"0160 Täby","el",0,0,0,0,0,0,0,0,0,0,0,0
"0160 Täby","elhybrid",3,2,4,5,3,3,3,3,5,6,1,4
"0160 Täby","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0160 Täby","etanol/etanol flexifuel",18,25,27,28,20,30,15,23,26,26,29,39
"0160 Täby","gas/gas flexifuel",0,0,0,0,0,0,0,0,0,1,1,1
"0160 Täby","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0162 Danderyd","bensin",32,26,35,68,63,47,45,29,23,34,14,35
"0162 Danderyd","diesel",15,44,35,40,40,52,30,37,30,21,27,19
"0162 Danderyd","el",0,0,0,0,0,0,0,0,0,0,0,0
"0162 Danderyd","elhybrid",1,5,4,15,16,1,4,4,5,1,2,2
"0162 Danderyd","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0162 Danderyd","etanol/etanol flexifuel",15,14,9,12,11,17,9,9,12,13,23,21
"0162 Danderyd","gas/gas flexifuel",0,0,1,1,1,1,1,0,1,0,0,1
"0162 Danderyd","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0163 Sollentuna","bensin",43,34,43,64,57,42,33,43,40,38,28,33
"0163 Sollentuna","diesel",17,26,27,44,33,24,16,27,29,25,19,21
"0163 Sollentuna","el",0,0,0,0,0,0,0,0,0,0,0,0
"0163 Sollentuna","elhybrid",1,5,5,4,7,1,5,2,8,0,0,8
"0163 Sollentuna","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0163 Sollentuna","etanol/etanol flexifuel",23,18,19,12,17,23,22,23,30,27,24,28
"0163 Sollentuna","gas/gas flexifuel",0,0,4,0,0,0,0,1,0,3,2,0
"0163 Sollentuna","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0180 Stockholm","bensin",712,958,1041,1291,1320,1079,715,954,950,910,764,669
"0180 Stockholm","diesel",868,1251,1569,1638,1425,1201,775,908,1426,1560,1147,1095
"0180 Stockholm","el",0,0,0,0,1,0,0,0,0,0,0,0
"0180 Stockholm","elhybrid",76,109,100,86,105,97,88,104,100,104,104,154
"0180 Stockholm","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0180 Stockholm","etanol/etanol flexifuel",1103,1370,1094,1105,1268,1273,741,897,1472,1637,1150,1287
"0180 Stockholm","gas/gas flexifuel",44,10,14,23,12,14,7,18,38,40,45,58
"0180 Stockholm","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0181 Södertälje","bensin",94,121,114,138,98,140,74,87,102,117,81,52
"0181 Södertälje","diesel",99,117,122,151,129,96,57,118,102,103,90,66
"0181 Södertälje","el",0,0,0,0,0,0,0,0,0,0,0,0
