"region","drivmedel","2009M01","2009M02","2009M03","2009M04","2009M05","2009M06","2009M07","2009M08","2009M09","2009M10","2009M11","2009M12"
"04 Södermanlands län","etanol/etanol flexifuel",59,55,92,88,84,116,73,83,69,47,70,78
"04 Södermanlands län","gas/gas flexifuel",17,8,12,15,11,17,17,15,16,16,6,8
"04 Södermanlands län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"05 Östergötlands län","bensin",174,244,262,291,320,364,233,229,324,340,295,276
"05 Östergötlands län","diesel",161,206,261,280,307,385,238,213,333,383,400,386
"05 Östergötlands län","el",0,0,0,0,0,0,0,0,0,1,0,0
"05 Östergötlands län","elhybrid",3,5,1,2,4,8,4,10,24,27,13,9
"05 Östergötlands län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"05 Östergötlands län","etanol/etanol flexifuel",114,126,216,229,215,209,79,157,161,163,116,114
"05 Östergötlands län","gas/gas flexifuel",3,14,34,48,35,46,29,81,49,45,23,34
"05 Östergötlands län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"06 Jönköpings län","bensin",195,232,282,306,305,376,301,273,363,383,363,269
"06 Jönköpings län","diesel",233,263,325,302,248,439,324,324,302,425,351,345
"06 Jönköpings län","el",0,0,0,0,0,0,0,0,0,0,0,0
"06 Jönköpings län","elhybrid",4,2,8,3,7,18,10,14,21,24,17,9
"06 Jönköpings län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"06 Jönköpings län","etanol/etanol flexifuel",100,81,133,131,175,172,45,126,111,68,63,85
"06 Jönköpings län","gas/gas flexifuel",9,4,18,9,15,26,17,35,21,25,11,15
"06 Jönköpings län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,2,0
"07 Kronobergs län","bensin",104,118,161,156,162,193,129,113,215,153,179,125
"07 Kronobergs län","diesel",76,115,129,163,148,187,128,125,201,252,196,210
"07 Kronobergs län","el",0,0,0,0,0,0,0,1,0,0,0,0
"07 Kronobergs län","elhybrid",2,3,1,5,3,5,3,3,7,5,5,2
"07 Kronobergs län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"07 Kronobergs län","etanol/etanol flexifuel",27,41,62,122,82,112,32,53,96,49,65,47
"07 Kronobergs län","gas/gas flexifuel",0,0,2,0,5,2,1,11,6,9,4,5
"07 Kronobergs län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"08 Kalmar län","bensin",92,145,170,208,160,215,135,135,163,223,191,158
"08 Kalmar län","diesel",74,93,124,106,98,175,127,117,169,178,157,170
"08 Kalmar län","el",0,0,0,0,0,0,0,0,0,0,0,0
"08 Kalmar län","elhybrid",4,3,1,3,0,3,0,6,13,6,6,2
"08 Kalmar län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"08 Kalmar län","etanol/etanol flexifuel",52,58,100,58,108,129,41,41,64,56,61,47
"08 Kalmar län","gas/gas flexifuel",0,1,3,6,10,4,4,5,11,5,5,6
"08 Kalmar län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"09 Gotlands län","bensin",15,22,10,30,32,43,30,25,29,27,19,18
"09 Gotlands län","diesel",16,20,16,25,23,39,20,21,17,29,29,31
"09 Gotlands län","el",0,0,0,0,0,1,1,0,0,0,0,0
"09 Gotlands län","elhybrid",0,1,0,0,0,1,0,2,0,1,0,1
"09 Gotlands län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"09 Gotlands län","etanol/etanol flexifuel",5,6,19,10,26,24,4,3,9,16,8,13
"09 Gotlands län","gas/gas flexifuel",0,0,0,0,0,1,0,0,2,2,3,1
"09 Gotlands län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"10 Blekinge län","bensin",59,78,99,119,81,116,99,89,96,111,111,114
"10 Blekinge län","diesel",40,55,57,56,60,84,58,57,71,101,91,107
"10 Blekinge län","el",0,0,0,0,0,0,0,0,0,0,0,0
"10 Blekinge län","elhybrid",1,1,1,1,1,0,1,2,5,3,3,3
"10 Blekinge län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"10 Blekinge län","etanol/etanol flexifuel",36,37,79,52,67,112,46,45,60,69,48,47
"10 Blekinge län","gas/gas flexifuel",1,0,0,2,2,2,3,2,8,5,6,10
"10 Blekinge län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"12 Skåne län","bensin",850,1283,1617,1393,1276,1401,1276,1109,1217,1338,1290,1153
"12 Skåne län","diesel",593,769,911,940,771,1048,861,794,957,1162,978,1034
"12 Skåne län","el",0,0,0,0,0,1,1,0,0,1,0,0
"12 Skåne län","elhybrid",10,14,18,24,23,49,20,30,59,56,39,37
"12 Skåne län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"12 Skåne län","etanol/etanol flexifuel",308,331,438,428,437,547,203,318,374,404,376,293
"12 Skåne län","gas/gas flexifuel",18,30,48,93,105,101,224,117,165,119,96,120
"12 Skåne län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,1
"13 Hallands län","bensin",148,240,255,249,264,361,222,216,280,303,312,257
"13 Hallands län","diesel",153,190,245,225,195,291,236,232,269,303,244,276
"13 Hallands län","el",0,0,0,0,0,0,0,0,0,0,0,0
"13 Hallands län","elhybrid",1,0,1,1,1,4,1,8,18,10,10,10
"13 Hallands län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"13 Hallands län","etanol/etanol flexifuel",48,81,102,108,130,126,30,72,79,69,82,79
"13 Hallands län","gas/gas flexifuel",5,3,5,17,20,16,9,19,13,15,16,14
"13 Hallands län","övriga bränslen",0,1,0,0,0,0,0,0,0,0,0,0
"14 Västra Götalands län","bensin",978,1149,1432,1542,1483,1905,989,1139,1517,1656,1480,1395
"14 Västra Götalands län","diesel",886,1058,1421,1315,1296,1697,1173,1193,1692,1873,1638,1805
"14 Västra Götalands län","el",0,0,5,0,0,1,0,0,0,0,1,0
"14 Västra Götalands län","elhybrid",23,17,18,33,17,64,21,56,77,56,49,49
"14 Västra Götalands län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"14 Västra Götalands län","etanol/etanol flexifuel",466,560,756,784,931,1107,377,602,480,521,577,437
"14 Västra Götalands län","gas/gas flexifuel",29,33,62,114,126,109,70,117,141,95,130,140
"14 Västra Götalands län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"15 f.d. Älvsborgs län","bensin",0,0,0,0,0,0,0,0,0,0,0,0
"15 f.d. Älvsborgs län","diesel",0,0,0,0,0,0,0,0,0,0,0,0
"15 f.d. Älvsborgs län","el",0,0,0,0,0,0,0,0,0,0,0,0
"15 f.d. Älvsborgs län","elhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"15 f.d. Älvsborgs län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"15 f.d. Älvsborgs län","etanol/etanol flexifuel",0,0,0,0,0,0,0,0,0,0,0,0
"15 f.d. Älvsborgs län","gas/gas flexifuel",0,0,0,0,0,0,0,0,0,0,0,0
"15 f.d. Älvsborgs län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","bensin",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","diesel",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","el",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","elhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","etanol/etanol flexifuel",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","gas/gas flexifuel",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"17 Värmlands län","bensin",105,143,145,181,214,249,201,137,226,209,263,147
"17 Värmlands län","diesel",92,159,128,156,184,310,158,178,294,333,286,252
"17 Värmlands län","el",0,0,0,0,0,0,0,0,0,0,0,0
"17 Värmlands län","elhybrid",7,5,0,6,3,6,2,4,8,8,3,5
"17 Värmlands län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"17 Värmlands län","etanol/etanol flexifuel",56,46,73,86,97,117,25,54,87,65,53,63
"17 Värmlands län","gas/gas flexifuel",0,1,0,1,6,5,11,8,9,12,24,25
"17 Värmlands län","övriga bränslen",0,0,0,1,1,0,0,0,1,0,0,1
"18 Örebro län","bensin",101,138,185,207,210,248,154,154,234,225,204,178
"18 Örebro län","diesel",94,125,189,189,191,259,156,202,183,253,258,250
"18 Örebro län","el",0,0,0,0,0,0,0,0,0,0,0,0
"18 Örebro län","elhybrid",6,1,7,2,1,4,3,9,8,20,13,6
"18 Örebro län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"18 Örebro län","etanol/etanol flexifuel",37,62,58,117,84,104,37,92,68,68,62,72
"18 Örebro län","gas/gas flexifuel",9,5,1,18,20,24,23,33,14,11,7,11
"18 Örebro län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"19 Västmanlands län","bensin",72,122,147,167,167,215,141,121,172,194,182,187
"19 Västmanlands län","diesel",75,92,113,141,128,182,128,150,187,233,164,212
"19 Västmanlands län","el",0,0,0,0,0,0,0,0,0,0,0,0
"19 Västmanlands län","elhybrid",0,2,0,1,1,0,0,1,6,11,5,3
"19 Västmanlands län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"19 Västmanlands län","etanol/etanol flexifuel",35,65,88,77,100,103,54,89,92,77,63,90
"19 Västmanlands län","gas/gas flexifuel",2,1,6,8,19,17,3,9,14,17,2,16
"19 Västmanlands län","övriga bränslen",0,0,0,0,0,1,0,0,0,0,0,0
"20 Dalarnas län","bensin",93,133,152,190,213,250,167,132,173,223,185,148
"20 Dalarnas län","diesel",100,192,166,215,184,247,166,148,253,276,223,305
"20 Dalarnas län","el",0,0,0,0,0,0,0,1,0,0,0,0
"20 Dalarnas län","elhybrid",1,0,1,1,1,1,1,4,9,5,7,5
"20 Dalarnas län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"20 Dalarnas län","etanol/etanol flexifuel",32,53,49,54,74,118,60,55,83,59,42,60
"20 Dalarnas län","gas/gas flexifuel",1,0,0,1,1,2,3,0,3,1,1,1
"20 Dalarnas län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"21 Gävleborgs län","bensin",103,170,143,226,179,232,143,169,196,215,185,159
"21 Gävleborgs län","diesel",92,142,140,156,165,205,152,163,211,218,231,202
"21 Gävleborgs län","el",2,2,1,0,5,0,0,0,0,0,0,0
"21 Gävleborgs län","elhybrid",3,1,3,2,1,3,1,10,13,13,7,6
"21 Gävleborgs län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"21 Gävleborgs län","etanol/etanol flexifuel",37,70,73,67,85,115,47,37,81,34,49,44
"21 Gävleborgs län","gas/gas flexifuel",0,0,1,2,0,1,2,0,4,0,3,4
"21 Gävleborgs län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"22 Västernorrlands län","bensin",61,100,173,136,149,187,102,90,116,153,143,126
"22 Västernorrlands län","diesel",106,128,165,188,136,182,172,141,160,253,218,225
"22 Västernorrlands län","el",0,0,0,0,0,0,0,0,0,0,0,0
"22 Västernorrlands län","elhybrid",3,1,0,0,0,1,0,3,6,6,4,3
"22 Västernorrlands län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"22 Västernorrlands län","etanol/etanol flexifuel",69,127,75,63,79,76,71,82,97,57,54,48
"22 Västernorrlands län","gas/gas flexifuel",1,0,0,1,1,0,3,0,4,5,4,2
"22 Västernorrlands län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"23 Jämtlands län","bensin",39,63,56,66,60,64,41,47,39,43,47,44
"23 Jämtlands län","diesel",64,73,84,88,94,116,84,60,138,126,116,128
"23 Jämtlands län","el",0,0,0,0,0,0,0,0,0,0,0,0
"23 Jämtlands län","elhybrid",0,0,0,1,0,1,1,1,3,1,0,2
"23 Jämtlands län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"23 Jämtlands län","etanol/etanol flexifuel",13,51,21,22,13,33,9,9,27,29,42,24
"23 Jämtlands län","gas/gas flexifuel",0,2,1,2,8,4,4,4,2,0,2,1
"23 Jämtlands län","övriga bränslen",0,0,1,0,1,0,0,0,0,0,0,0
"24 Västerbottens län","bensin",64,89,118,112,119,152,91,101,115,126,111,109
"24 Västerbottens län","diesel",95,111,137,144,177,217,152,139,208,232,250,191
"24 Västerbottens län","el",0,0,0,0,0,0,0,0,1,0,0,0
"24 Västerbottens län","elhybrid",4,2,4,1,2,1,1,5,8,11,2,5
"24 Västerbottens län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"24 Västerbottens län","etanol/etanol flexifuel",51,87,69,83,81,93,27,45,87,63,59,29
"24 Västerbottens län","gas/gas flexifuel",0,1,4,2,5,11,3,0,1,8,7,2
"24 Västerbottens län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"25 Norrbottens län","bensin",83,112,123,115,122,147,94,94,110,125,101,120
"25 Norrbottens län","diesel",135,144,178,144,132,182,170,182,195,213,244,195
"25 Norrbottens län","el",0,0,0,0,0,0,0,0,0,0,0,0
"25 Norrbottens län","elhybrid",0,1,1,0,0,5,1,3,8,6,1,4
"25 Norrbottens län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"25 Norrbottens län","etanol/etanol flexifuel",29,24,49,25,59,52,24,33,73,53,54,21
"25 Norrbottens län","gas/gas flexifuel",0,1,1,1,1,4,0,1,2,1,1,0
"25 Norrbottens län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0114 Upplands Väsby","bensin",24,18,23,41,29,23,20,29,36,34,36,26
"0114 Upplands Väsby","diesel",17,8,20,24,23,51,16,19,34,34,21,22
"0114 Upplands Väsby","el",0,0,0,0,0,0,0,0,0,0,0,0
"0114 Upplands Väsby","elhybrid",0,0,0,0,0,2,1,0,4,2,0,0
"0114 Upplands Väsby","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0114 Upplands Väsby","etanol/etanol flexifuel",11,13,15,14,15,17,7,10,11,9,21,7
"0114 Upplands Väsby","gas/gas flexifuel",0,0,1,1,0,0,0,3,3,1,0,2
"0114 Upplands Väsby","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0115 Vallentuna","bensin",9,11,25,16,10,17,8,21,16,26,27,19
"0115 Vallentuna","diesel",4,10,15,10,13,27,11,6,13,8,12,12
"0115 Vallentuna","el",0,0,0,0,0,0,0,0,0,0,0,0
"0115 Vallentuna","elhybrid",0,0,1,0,1,1,0,0,0,2,2,0
"0115 Vallentuna","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0115 Vallentuna","etanol/etanol flexifuel",7,6,12,14,10,13,2,9,4,3,6,2
"0115 Vallentuna","gas/gas flexifuel",1,0,0,0,1,1,1,1,0,1,0,2
"0115 Vallentuna","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0117 Österåker","bensin",22,21,35,35,40,43,29,25,48,41,49,35
"0117 Österåker","diesel",20,17,22,16,19,21,12,21,28,26,24,28
"0117 Österåker","el",0,0,0,0,0,0,0,0,0,0,0,0
"0117 Österåker","elhybrid",0,0,1,0,0,0,1,3,2,0,1,3
"0117 Österåker","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0117 Österåker","etanol/etanol flexifuel",1,7,12,6,11,22,1,4,13,7,4,5
"0117 Österåker","gas/gas flexifuel",0,0,0,1,0,0,1,1,1,1,1,0
"0117 Österåker","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0120 Värmdö","bensin",19,33,25,28,19,44,18,23,33,47,21,29
"0120 Värmdö","diesel",9,9,9,13,12,27,17,12,18,22,20,27
"0120 Värmdö","el",0,0,0,0,0,0,0,0,0,0,0,0
"0120 Värmdö","elhybrid",0,0,1,1,0,1,0,0,0,0,1,0
"0120 Värmdö","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0120 Värmdö","etanol/etanol flexifuel",4,7,13,9,11,9,4,6,2,2,4,6
"0120 Värmdö","gas/gas flexifuel",1,0,0,1,0,1,0,0,6,2,0,0
"0120 Värmdö","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0123 Järfälla","bensin",15,33,36,17,24,49,39,34,54,84,39,56
"0123 Järfälla","diesel",17,15,21,17,15,24,9,18,33,41,26,40
"0123 Järfälla","el",0,0,0,0,0,0,0,0,0,0,0,0
"0123 Järfälla","elhybrid",1,0,2,0,1,2,1,1,1,7,5,6
"0123 Järfälla","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0123 Järfälla","etanol/etanol flexifuel",8,10,18,8,16,26,5,6,15,12,15,11
"0123 Järfälla","gas/gas flexifuel",0,0,1,3,0,2,4,4,0,1,1,2
"0123 Järfälla","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0125 Ekerö","bensin",7,6,22,16,8,17,12,12,13,22,12,17
"0125 Ekerö","diesel",0,8,16,8,8,7,11,7,19,8,6,12
"0125 Ekerö","el",0,0,0,0,0,0,0,0,0,0,0,0
"0125 Ekerö","elhybrid",0,0,0,0,1,0,1,0,1,1,1,1
"0125 Ekerö","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0125 Ekerö","etanol/etanol flexifuel",6,2,7,4,3,3,2,4,1,3,8,6
"0125 Ekerö","gas/gas flexifuel",0,0,2,0,1,0,0,1,0,0,1,0
"0125 Ekerö","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0126 Huddinge","bensin",62,58,59,62,86,89,59,66,73,63,72,60
"0126 Huddinge","diesel",20,27,57,34,35,47,35,39,50,42,42,40
"0126 Huddinge","el",0,0,0,0,0,0,0,0,0,0,0,0
"0126 Huddinge","elhybrid",1,3,0,0,1,0,1,1,5,1,4,4
"0126 Huddinge","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0126 Huddinge","etanol/etanol flexifuel",14,17,27,37,29,29,15,8,36,20,19,32
"0126 Huddinge","gas/gas flexifuel",2,0,5,5,3,4,3,2,12,2,7,6
"0126 Huddinge","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0127 Botkyrka","bensin",28,28,34,43,33,46,37,33,42,42,38,40
"0127 Botkyrka","diesel",15,15,21,24,24,34,15,20,24,19,34,16
"0127 Botkyrka","el",0,0,0,0,0,0,0,0,0,0,0,0
"0127 Botkyrka","elhybrid",0,1,1,0,1,0,0,0,0,2,2,2
"0127 Botkyrka","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0127 Botkyrka","etanol/etanol flexifuel",10,15,17,16,12,31,10,8,13,6,15,6
"0127 Botkyrka","gas/gas flexifuel",0,0,3,1,2,3,3,5,5,3,5,6
"0127 Botkyrka","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0128 Salem","bensin",3,6,7,8,7,16,6,7,9,9,7,7
"0128 Salem","diesel",4,4,5,6,3,6,7,3,12,2,5,3
"0128 Salem","el",0,0,0,0,0,0,0,0,0,0,0,0
"0128 Salem","elhybrid",0,0,0,1,1,1,0,0,0,0,0,1
"0128 Salem","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0128 Salem","etanol/etanol flexifuel",1,2,5,4,2,6,1,3,2,5,1,0
"0128 Salem","gas/gas flexifuel",0,0,0,0,1,0,0,0,0,0,1,0
"0128 Salem","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0136 Haninge","bensin",31,31,37,44,57,64,41,62,63,60,61,71
"0136 Haninge","diesel",13,13,24,34,23,41,22,20,36,32,41,58
"0136 Haninge","el",0,0,0,0,0,0,0,0,0,0,0,0
"0136 Haninge","elhybrid",0,0,1,0,1,3,1,0,0,4,2,1
"0136 Haninge","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0136 Haninge","etanol/etanol flexifuel",6,14,9,10,15,22,8,7,21,15,5,8
"0136 Haninge","gas/gas flexifuel",0,1,1,1,1,5,5,6,4,2,0,1
"0136 Haninge","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0138 Tyresö","bensin",16,12,30,25,19,26,17,18,21,21,24,20
"0138 Tyresö","diesel",8,5,11,13,7,17,14,15,13,21,14,28
"0138 Tyresö","el",0,0,0,0,0,0,0,0,0,0,0,0
"0138 Tyresö","elhybrid",1,0,2,0,1,1,0,1,0,1,1,0
"0138 Tyresö","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0138 Tyresö","etanol/etanol flexifuel",1,10,16,3,10,16,3,5,8,7,3,6
"0138 Tyresö","gas/gas flexifuel",0,1,1,3,1,0,3,1,2,1,1,4
"0138 Tyresö","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0139 Upplands-Bro","bensin",8,8,12,16,15,14,11,13,22,10,12,12
"0139 Upplands-Bro","diesel",6,3,13,11,10,11,9,10,6,6,9,8
"0139 Upplands-Bro","el",0,0,0,0,0,0,0,0,0,0,0,0
"0139 Upplands-Bro","elhybrid",0,0,0,0,0,0,0,0,0,0,3,0
"0139 Upplands-Bro","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0139 Upplands-Bro","etanol/etanol flexifuel",2,7,5,7,11,6,5,8,5,19,8,6
"0139 Upplands-Bro","gas/gas flexifuel",0,0,0,0,0,0,0,0,0,3,1,0
"0139 Upplands-Bro","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0140 Nykvarn","bensin",1,2,8,6,8,8,5,2,7,9,7,2
"0140 Nykvarn","diesel",0,2,8,5,7,5,6,4,6,6,7,3
"0140 Nykvarn","el",0,0,0,0,0,0,0,0,0,0,0,0
"0140 Nykvarn","elhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0140 Nykvarn","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0140 Nykvarn","etanol/etanol flexifuel",0,1,2,3,3,4,0,1,1,0,3,1
"0140 Nykvarn","gas/gas flexifuel",0,0,0,0,0,0,0,0,0,1,0,0
"0140 Nykvarn","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0160 Täby","bensin",26,36,49,166,72,65,29,40,49,38,73,47
"0160 Täby","diesel",27,22,35,140,31,51,29,27,61,58,39,42
"0160 Täby","el",0,0,0,0,0,0,0,0,0,0,0,0
"0160 Täby","elhybrid",2,4,12,8,1,3,2,1,4,4,5,3
"0160 Täby","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0160 Täby","etanol/etanol flexifuel",20,10,10,21,19,28,6,12,10,9,19,9
"0160 Täby","gas/gas flexifuel",0,1,1,3,1,3,3,5,4,5,2,3
"0160 Täby","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0162 Danderyd","bensin",8,20,26,28,39,43,23,21,33,43,36,17
"0162 Danderyd","diesel",14,25,21,24,26,49,21,28,45,41,45,32
"0162 Danderyd","el",0,0,0,0,0,0,0,0,0,0,0,0
"0162 Danderyd","elhybrid",0,0,1,4,1,3,1,1,8,0,4,3
"0162 Danderyd","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0162 Danderyd","etanol/etanol flexifuel",7,8,11,7,16,11,4,3,2,5,5,4
"0162 Danderyd","gas/gas flexifuel",0,0,1,2,0,2,0,0,3,2,2,1
"0162 Danderyd","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0163 Sollentuna","bensin",22,29,40,30,29,43,76,63,50,40,49,28
"0163 Sollentuna","diesel",15,17,27,114,159,45,27,22,33,37,39,37
"0163 Sollentuna","el",0,0,0,0,0,0,0,0,0,0,0,0
"0163 Sollentuna","elhybrid",0,0,0,1,2,3,1,0,6,3,3,6
"0163 Sollentuna","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0163 Sollentuna","etanol/etanol flexifuel",12,12,16,16,18,24,11,14,27,6,15,11
"0163 Sollentuna","gas/gas flexifuel",0,1,1,1,2,2,1,5,2,2,2,6
"0163 Sollentuna","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0180 Stockholm","bensin",676,558,668,694,766,889,534,691,724,868,864,727
"0180 Stockholm","diesel",1016,848,995,1159,884,1163,773,1072,1334,1397,1373,1571
"0180 Stockholm","el",0,0,0,0,0,0,0,0,0,0,0,1
"0180 Stockholm","elhybrid",41,46,25,49,50,41,31,50,95,88,75,69
"0180 Stockholm","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0180 Stockholm","etanol/etanol flexifuel",415,641,906,659,1102,604,648,522,502,652,695,684
"0180 Stockholm","gas/gas flexifuel",15,30,62,76,76,157,113,137,144,131,82,91
"0180 Stockholm","övriga bränslen",0,0,0,0,0,0,0,0,0,1,0,0
"0181 Södertälje","bensin",57,62,90,98,68,96,82,70,87,78,72,58
"0181 Södertälje","diesel",43,74,68,59,45,73,50,68,93,72,82,51
"0181 Södertälje","el",0,0,0,0,0,0,0,0,0,0,0,0
