"region","drivmedel","2014M01","2014M02","2014M03","2014M04","2014M05","2014M06","2014M07","2014M08","2014M09","2014M10","2014M11","2014M12"
"07 Kronobergs län","diesel",248,252,347,373,351,359,252,273,293,359,321,326
"07 Kronobergs län","el",1,0,4,1,2,2,0,1,0,4,2,1
"07 Kronobergs län","elhybrid",8,5,0,3,4,6,1,3,12,5,6,4
"07 Kronobergs län","laddhybrid",1,4,1,4,3,10,0,7,3,3,0,0
"07 Kronobergs län","etanol/etanol flexifuel",4,8,16,4,3,9,4,25,14,5,6,5
"07 Kronobergs län","gas/gas flexifuel",7,13,7,8,9,3,4,6,4,5,2,1
"07 Kronobergs län","övriga bränslen",0,0,0,0,0,1,0,0,0,0,0,0
"08 Kalmar län","bensin",140,141,251,270,258,251,188,199,220,276,217,241
"08 Kalmar län","diesel",183,210,283,340,338,379,234,284,269,331,282,312
"08 Kalmar län","el",1,0,0,0,0,1,0,2,0,3,0,4
"08 Kalmar län","elhybrid",6,4,6,4,6,9,2,9,11,3,10,8
"08 Kalmar län","laddhybrid",1,0,3,4,3,4,2,11,3,7,1,9
"08 Kalmar län","etanol/etanol flexifuel",2,2,9,6,3,2,1,7,5,3,4,2
"08 Kalmar län","gas/gas flexifuel",4,4,10,2,5,4,2,8,12,12,3,11
"08 Kalmar län","övriga bränslen",0,0,0,0,0,0,1,0,0,0,0,0
"09 Gotlands län","bensin",25,30,55,65,67,83,46,60,51,43,37,39
"09 Gotlands län","diesel",28,50,47,57,56,86,38,40,42,48,47,50
"09 Gotlands län","el",0,0,0,0,0,0,1,3,0,1,0,0
"09 Gotlands län","elhybrid",0,3,2,4,6,2,1,5,1,0,3,3
"09 Gotlands län","laddhybrid",0,1,0,0,0,0,6,0,0,0,0,0
"09 Gotlands län","etanol/etanol flexifuel",0,0,0,0,1,0,0,1,1,0,0,0
"09 Gotlands län","gas/gas flexifuel",24,2,0,2,12,5,13,26,3,3,8,11
"09 Gotlands län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"10 Blekinge län","bensin",105,107,149,151,158,145,115,129,134,127,121,106
"10 Blekinge län","diesel",102,105,164,194,157,188,140,121,138,137,133,157
"10 Blekinge län","el",0,0,1,0,0,0,1,0,0,1,1,0
"10 Blekinge län","elhybrid",9,4,1,4,3,3,3,4,2,2,1,1
"10 Blekinge län","laddhybrid",0,1,0,0,4,5,0,1,2,1,0,0
"10 Blekinge län","etanol/etanol flexifuel",13,12,33,50,9,15,3,12,29,15,35,14
"10 Blekinge län","gas/gas flexifuel",3,3,2,1,0,0,2,8,1,3,8,0
"10 Blekinge län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"12 Skåne län","bensin",978,1162,1657,1512,1615,1415,1388,1426,1649,1512,1500,1388
"12 Skåne län","diesel",1437,1798,2044,2111,2090,2274,1707,1639,1792,2125,1950,1971
"12 Skåne län","el",5,4,13,5,8,14,32,72,8,11,11,14
"12 Skåne län","elhybrid",76,60,72,62,42,60,62,69,70,80,75,77
"12 Skåne län","laddhybrid",8,20,23,25,27,51,21,20,15,40,20,11
"12 Skåne län","etanol/etanol flexifuel",10,5,11,9,6,2,5,2,20,11,19,4
"12 Skåne län","gas/gas flexifuel",66,73,49,70,79,71,59,91,89,90,80,81
"12 Skåne län","övriga bränslen",0,0,1,1,1,0,3,0,1,1,0,1
"13 Hallands län","bensin",298,340,415,500,431,468,396,345,474,442,397,399
"13 Hallands län","diesel",323,448,453,484,529,552,460,427,478,477,468,420
"13 Hallands län","el",2,3,0,1,1,4,4,9,4,3,7,3
"13 Hallands län","elhybrid",17,17,10,19,23,21,14,16,11,20,16,15
"13 Hallands län","laddhybrid",2,2,5,6,5,10,0,2,2,5,3,3
"13 Hallands län","etanol/etanol flexifuel",1,13,8,4,3,4,8,12,13,5,7,1
"13 Hallands län","gas/gas flexifuel",2,2,5,12,6,4,22,15,20,3,5,6
"13 Hallands län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"14 Västra Götalands län","bensin",1327,1497,2157,2063,2090,2121,1507,1868,2155,2222,1886,2007
"14 Västra Götalands län","diesel",2051,2402,3217,2878,2869,2977,2074,2573,2809,2848,2611,3104
"14 Västra Götalands län","el",9,15,34,8,12,18,22,23,14,11,10,14
"14 Västra Götalands län","elhybrid",69,85,144,98,115,131,51,161,103,131,134,177
"14 Västra Götalands län","laddhybrid",9,16,27,51,38,50,14,26,41,50,18,45
"14 Västra Götalands län","etanol/etanol flexifuel",16,39,34,52,33,32,10,40,46,29,27,32
"14 Västra Götalands län","gas/gas flexifuel",57,70,92,47,59,83,72,124,96,98,80,75
"14 Västra Götalands län","övriga bränslen",1,1,0,1,0,0,1,1,1,0,0,0
"15 f.d. Älvsborgs län","bensin",0,0,0,0,0,0,0,0,0,0,0,0
"15 f.d. Älvsborgs län","diesel",0,0,0,0,0,0,0,0,0,0,0,0
"15 f.d. Älvsborgs län","el",0,0,0,0,0,0,0,0,0,0,0,0
"15 f.d. Älvsborgs län","elhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"15 f.d. Älvsborgs län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"15 f.d. Älvsborgs län","etanol/etanol flexifuel",0,0,0,0,0,0,0,0,0,0,0,0
"15 f.d. Älvsborgs län","gas/gas flexifuel",0,0,0,0,0,0,0,0,0,0,0,0
"15 f.d. Älvsborgs län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","bensin",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","diesel",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","el",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","elhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","etanol/etanol flexifuel",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","gas/gas flexifuel",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"17 Värmlands län","bensin",147,163,264,264,260,280,194,206,229,249,238,226
"17 Värmlands län","diesel",288,311,403,449,388,433,334,378,355,462,347,387
"17 Värmlands län","el",2,3,1,1,2,3,3,1,0,4,1,2
"17 Värmlands län","elhybrid",7,12,10,15,9,14,7,9,8,22,17,18
"17 Värmlands län","laddhybrid",1,3,0,11,9,3,3,4,1,2,4,7
"17 Värmlands län","etanol/etanol flexifuel",5,3,5,5,16,10,3,3,4,1,9,4
"17 Värmlands län","gas/gas flexifuel",3,2,4,4,4,2,4,3,8,8,5,4
"17 Värmlands län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"18 Örebro län","bensin",152,241,330,284,281,327,268,209,267,267,277,248
"18 Örebro län","diesel",340,423,438,510,518,556,402,412,399,472,440,456
"18 Örebro län","el",2,0,5,0,1,0,0,1,1,2,0,1
"18 Örebro län","elhybrid",16,14,18,17,20,18,13,7,22,16,29,27
"18 Örebro län","laddhybrid",2,2,3,10,2,9,4,5,5,1,3,6
"18 Örebro län","etanol/etanol flexifuel",3,3,1,4,5,1,7,2,3,5,0,0
"18 Örebro län","gas/gas flexifuel",19,3,5,11,12,10,7,12,20,22,15,19
"18 Örebro län","övriga bränslen",0,0,0,0,0,0,0,0,1,1,0,0
"19 Västmanlands län","bensin",164,160,286,329,276,314,233,250,247,298,257,245
"19 Västmanlands län","diesel",266,314,413,434,397,399,324,332,414,474,412,337
"19 Västmanlands län","el",0,0,2,0,2,1,0,2,1,1,0,0
"19 Västmanlands län","elhybrid",0,2,1,2,4,3,3,6,5,7,7,11
"19 Västmanlands län","laddhybrid",2,2,3,4,4,17,5,0,7,2,6,1
"19 Västmanlands län","etanol/etanol flexifuel",2,7,3,7,5,12,0,0,3,10,1,3
"19 Västmanlands län","gas/gas flexifuel",2,4,3,3,4,9,6,14,15,17,14,7
"19 Västmanlands län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"20 Dalarnas län","bensin",153,166,182,233,256,254,219,238,244,229,229,156
"20 Dalarnas län","diesel",220,290,362,367,455,404,354,388,384,404,410,423
"20 Dalarnas län","el",1,2,2,1,2,0,15,2,1,1,3,0
"20 Dalarnas län","elhybrid",4,7,4,5,10,5,3,13,5,14,14,11
"20 Dalarnas län","laddhybrid",1,5,3,5,2,8,4,0,4,3,4,3
"20 Dalarnas län","etanol/etanol flexifuel",0,1,2,2,1,3,1,5,3,6,7,0
"20 Dalarnas län","gas/gas flexifuel",0,0,2,1,0,0,1,0,0,1,1,0
"20 Dalarnas län","övriga bränslen",0,1,0,1,0,0,0,0,0,0,0,0
"21 Gävleborgs län","bensin",165,186,205,224,241,258,190,200,272,292,224,201
"21 Gävleborgs län","diesel",248,300,336,379,403,411,326,339,342,436,297,441
"21 Gävleborgs län","el",3,2,1,1,5,2,3,6,2,5,2,1
"21 Gävleborgs län","elhybrid",12,13,16,10,16,17,7,17,17,15,22,16
"21 Gävleborgs län","laddhybrid",2,0,2,7,5,8,1,3,0,0,3,3
"21 Gävleborgs län","etanol/etanol flexifuel",3,2,2,12,13,8,2,25,8,3,14,1
"21 Gävleborgs län","gas/gas flexifuel",1,2,3,1,2,1,2,2,4,4,0,6
"21 Gävleborgs län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"22 Västernorrlands län","bensin",119,140,180,224,220,202,142,168,182,230,215,182
"22 Västernorrlands län","diesel",324,319,381,387,465,450,322,296,434,435,404,384
"22 Västernorrlands län","el",0,0,0,1,0,0,1,0,2,1,0,1
"22 Västernorrlands län","elhybrid",8,4,0,2,3,9,2,6,6,8,8,13
"22 Västernorrlands län","laddhybrid",3,2,7,7,5,4,4,6,10,4,1,4
"22 Västernorrlands län","etanol/etanol flexifuel",27,30,15,27,22,11,12,17,22,22,35,21
"22 Västernorrlands län","gas/gas flexifuel",2,3,16,7,3,1,0,1,11,4,0,2
"22 Västernorrlands län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"23 Jämtlands län","bensin",46,53,46,60,64,74,37,54,78,51,53,72
"23 Jämtlands län","diesel",134,170,156,158,232,208,221,169,191,203,152,207
"23 Jämtlands län","el",0,6,4,2,0,0,1,3,0,2,0,0
"23 Jämtlands län","elhybrid",7,1,3,2,4,2,8,6,2,3,5,5
"23 Jämtlands län","laddhybrid",1,1,5,8,1,9,11,1,3,6,7,4
"23 Jämtlands län","etanol/etanol flexifuel",0,1,1,1,0,1,0,0,0,0,10,5
"23 Jämtlands län","gas/gas flexifuel",6,1,8,5,2,5,2,7,0,2,4,0
"23 Jämtlands län","övriga bränslen",0,0,0,0,0,0,0,0,0,1,0,0
"24 Västerbottens län","bensin",113,127,149,176,174,200,154,156,186,173,152,139
"24 Västerbottens län","diesel",244,302,333,415,414,403,259,315,331,328,352,315
"24 Västerbottens län","el",0,1,1,0,0,2,0,1,1,3,1,2
"24 Västerbottens län","elhybrid",15,12,7,14,12,16,7,10,21,21,13,23
"24 Västerbottens län","laddhybrid",0,4,2,3,5,6,5,3,3,1,3,2
"24 Västerbottens län","etanol/etanol flexifuel",2,2,6,11,5,8,1,6,7,0,3,14
"24 Västerbottens län","gas/gas flexifuel",0,0,0,0,1,0,1,3,5,5,3,3
"24 Västerbottens län","övriga bränslen",0,0,1,0,0,0,0,0,0,0,1,0
"25 Norrbottens län","bensin",102,148,188,166,148,165,110,157,118,137,159,118
"25 Norrbottens län","diesel",302,300,324,318,361,398,290,349,358,373,368,388
"25 Norrbottens län","el",2,1,1,2,1,0,0,0,0,0,1,1
"25 Norrbottens län","elhybrid",5,2,4,5,6,5,1,8,10,11,11,13
"25 Norrbottens län","laddhybrid",3,0,2,8,3,11,3,3,3,6,2,4
"25 Norrbottens län","etanol/etanol flexifuel",16,2,1,0,2,0,2,1,2,1,1,0
"25 Norrbottens län","gas/gas flexifuel",0,0,0,0,1,0,0,3,3,3,3,6
"25 Norrbottens län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0114 Upplands Väsby","bensin",46,33,70,45,42,58,48,81,89,64,51,46
"0114 Upplands Väsby","diesel",37,70,56,83,85,78,140,103,75,89,73,88
"0114 Upplands Väsby","el",1,0,0,0,0,0,0,1,0,0,1,0
"0114 Upplands Väsby","elhybrid",0,4,1,2,1,4,1,2,4,1,6,3
"0114 Upplands Väsby","laddhybrid",0,1,6,2,0,2,0,2,1,15,14,10
"0114 Upplands Väsby","etanol/etanol flexifuel",0,0,0,0,0,1,0,0,0,0,0,0
"0114 Upplands Väsby","gas/gas flexifuel",1,3,2,1,1,0,2,2,3,0,2,0
"0114 Upplands Väsby","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0115 Vallentuna","bensin",19,26,25,32,31,33,35,29,26,36,35,29
"0115 Vallentuna","diesel",21,21,26,36,27,29,27,20,17,22,20,27
"0115 Vallentuna","el",0,0,0,0,0,1,1,0,1,0,0,0
"0115 Vallentuna","elhybrid",1,0,3,0,1,2,2,2,2,0,2,3
"0115 Vallentuna","laddhybrid",1,0,0,1,0,1,1,0,2,6,5,6
"0115 Vallentuna","etanol/etanol flexifuel",0,0,0,0,0,0,0,0,0,0,0,1
"0115 Vallentuna","gas/gas flexifuel",0,0,1,0,1,0,1,2,2,1,1,0
"0115 Vallentuna","övriga bränslen",0,0,0,0,0,0,0,1,0,0,0,0
"0117 Österåker","bensin",45,33,50,32,50,48,46,40,52,37,53,45
"0117 Österåker","diesel",28,41,40,37,47,53,34,31,33,53,50,37
"0117 Österåker","el",0,0,0,0,0,0,2,0,1,1,0,1
"0117 Österåker","elhybrid",6,4,5,5,12,8,4,8,3,3,7,11
"0117 Österåker","laddhybrid",0,0,0,1,1,3,0,1,0,0,0,0
"0117 Österåker","etanol/etanol flexifuel",1,0,1,1,0,0,0,0,0,0,0,0
"0117 Österåker","gas/gas flexifuel",0,0,1,1,0,0,0,0,0,0,1,0
"0117 Österåker","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0120 Värmdö","bensin",26,32,41,32,36,29,34,30,42,40,32,36
"0120 Värmdö","diesel",20,31,32,33,28,37,31,19,20,31,35,20
"0120 Värmdö","el",0,0,0,0,0,2,3,1,0,1,0,2
"0120 Värmdö","elhybrid",6,2,0,1,4,1,5,1,2,0,3,0
"0120 Värmdö","laddhybrid",1,0,0,1,1,1,0,1,1,0,0,0
"0120 Värmdö","etanol/etanol flexifuel",0,0,0,0,0,0,0,0,0,0,0,0
"0120 Värmdö","gas/gas flexifuel",1,1,0,1,0,2,0,0,0,0,0,2
"0120 Värmdö","övriga bränslen",0,0,0,0,1,0,0,0,0,0,1,0
"0123 Järfälla","bensin",43,46,78,70,77,88,55,55,48,64,52,54
"0123 Järfälla","diesel",55,54,44,71,60,83,40,37,55,46,52,66
"0123 Järfälla","el",0,0,1,0,1,0,1,0,0,0,0,0
"0123 Järfälla","elhybrid",3,1,2,6,3,11,5,3,5,4,6,2
"0123 Järfälla","laddhybrid",2,1,2,1,1,1,0,1,0,1,0,0
"0123 Järfälla","etanol/etanol flexifuel",0,0,0,0,0,0,0,10,31,0,0,0
"0123 Järfälla","gas/gas flexifuel",2,6,2,6,6,2,8,8,2,4,4,3
"0123 Järfälla","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0125 Ekerö","bensin",15,18,19,15,18,19,18,15,19,23,11,13
"0125 Ekerö","diesel",21,9,24,15,19,23,22,18,16,22,23,21
"0125 Ekerö","el",0,1,1,0,0,0,0,0,1,1,0,0
"0125 Ekerö","elhybrid",0,0,2,1,1,2,0,1,1,2,1,0
"0125 Ekerö","laddhybrid",0,0,2,1,2,3,0,1,0,0,1,1
"0125 Ekerö","etanol/etanol flexifuel",0,0,0,0,0,0,0,0,0,0,0,0
"0125 Ekerö","gas/gas flexifuel",1,1,0,0,1,0,0,2,1,0,2,0
"0125 Ekerö","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0126 Huddinge","bensin",69,43,94,74,70,155,73,93,97,110,108,123
"0126 Huddinge","diesel",61,67,111,84,111,100,112,85,99,103,133,110
"0126 Huddinge","el",2,3,1,0,0,0,2,1,2,0,0,2
"0126 Huddinge","elhybrid",14,8,17,11,14,42,4,16,39,46,9,28
"0126 Huddinge","laddhybrid",0,2,2,4,3,2,1,2,0,25,7,6
"0126 Huddinge","etanol/etanol flexifuel",2,0,1,1,0,1,2,0,0,0,1,0
"0126 Huddinge","gas/gas flexifuel",6,5,12,6,6,1,3,5,6,2,5,112
"0126 Huddinge","övriga bränslen",0,0,0,0,0,0,1,0,0,0,1,0
"0127 Botkyrka","bensin",35,40,54,54,59,55,53,61,51,66,66,44
"0127 Botkyrka","diesel",24,43,39,53,38,43,41,36,38,41,41,35
"0127 Botkyrka","el",0,0,0,0,0,0,0,1,0,1,0,1
"0127 Botkyrka","elhybrid",2,3,4,4,6,8,4,7,4,3,5,4
"0127 Botkyrka","laddhybrid",1,1,0,0,0,4,0,0,2,1,0,0
"0127 Botkyrka","etanol/etanol flexifuel",0,0,0,2,0,0,0,0,0,0,0,0
"0127 Botkyrka","gas/gas flexifuel",8,6,10,7,4,14,7,5,15,8,8,5
"0127 Botkyrka","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0128 Salem","bensin",4,10,14,15,20,17,21,22,12,16,23,7
"0128 Salem","diesel",6,7,11,11,8,13,10,10,12,12,13,16
"0128 Salem","el",0,0,0,0,0,0,0,0,0,0,0,0
"0128 Salem","elhybrid",0,0,1,1,2,1,1,1,1,0,1,1
"0128 Salem","laddhybrid",0,0,0,0,0,1,0,0,0,1,0,0
"0128 Salem","etanol/etanol flexifuel",0,0,0,0,0,0,0,0,0,0,0,0
"0128 Salem","gas/gas flexifuel",0,0,0,1,0,0,0,0,0,0,0,0
"0128 Salem","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0136 Haninge","bensin",63,55,86,99,97,80,91,85,82,116,84,70
"0136 Haninge","diesel",56,52,79,91,73,81,78,55,91,84,92,78
"0136 Haninge","el",0,0,1,0,1,0,0,1,0,0,0,3
"0136 Haninge","elhybrid",1,3,5,3,7,1,5,1,2,3,9,2
"0136 Haninge","laddhybrid",0,0,1,1,0,1,1,0,0,0,0,0
"0136 Haninge","etanol/etanol flexifuel",0,0,0,3,0,0,0,2,1,1,0,0
"0136 Haninge","gas/gas flexifuel",0,1,1,4,2,3,0,3,1,3,3,2
"0136 Haninge","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0138 Tyresö","bensin",17,31,43,33,39,37,36,37,34,42,34,30
"0138 Tyresö","diesel",13,31,27,30,32,28,24,26,36,30,37,23
"0138 Tyresö","el",0,0,1,2,1,1,0,2,0,0,0,1
"0138 Tyresö","elhybrid",2,4,2,2,1,0,6,1,1,0,2,1
"0138 Tyresö","laddhybrid",0,1,0,0,1,1,2,1,0,1,0,0
"0138 Tyresö","etanol/etanol flexifuel",0,2,0,0,0,0,0,0,0,0,1,0
"0138 Tyresö","gas/gas flexifuel",0,0,0,0,0,0,0,1,1,0,0,0
"0138 Tyresö","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0139 Upplands-Bro","bensin",32,16,19,20,26,20,30,23,34,19,24,28
"0139 Upplands-Bro","diesel",30,8,12,35,18,30,16,18,47,21,16,18
"0139 Upplands-Bro","el",0,0,0,0,0,0,0,0,0,0,0,0
"0139 Upplands-Bro","elhybrid",0,1,2,1,1,0,1,1,0,0,1,0
"0139 Upplands-Bro","laddhybrid",0,0,0,1,0,1,0,1,0,0,0,0
"0139 Upplands-Bro","etanol/etanol flexifuel",0,0,0,1,0,0,0,0,1,0,1,0
"0139 Upplands-Bro","gas/gas flexifuel",0,0,0,2,0,0,1,0,0,1,0,1
"0139 Upplands-Bro","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0140 Nykvarn","bensin",5,12,13,9,11,10,9,8,12,16,4,18
"0140 Nykvarn","diesel",1,6,9,11,6,9,12,8,6,8,10,10
"0140 Nykvarn","el",0,0,0,0,0,0,0,0,1,0,0,0
"0140 Nykvarn","elhybrid",0,0,1,0,0,1,0,0,1,0,2,0
"0140 Nykvarn","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0140 Nykvarn","etanol/etanol flexifuel",0,0,0,0,0,0,0,0,0,0,0,0
"0140 Nykvarn","gas/gas flexifuel",0,0,0,0,0,0,0,0,0,0,0,0
"0140 Nykvarn","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0160 Täby","bensin",35,46,57,50,65,61,59,65,72,57,59,56
"0160 Täby","diesel",44,62,67,77,74,73,64,53,58,73,64,63
"0160 Täby","el",1,0,2,0,0,1,3,0,0,0,0,3
"0160 Täby","elhybrid",7,5,14,2,8,11,4,9,5,9,6,7
"0160 Täby","laddhybrid",0,0,1,3,2,6,2,1,0,0,2,1
"0160 Täby","etanol/etanol flexifuel",0,1,0,0,0,0,0,2,0,0,0,0
"0160 Täby","gas/gas flexifuel",3,1,0,2,3,2,2,4,2,2,0,0
"0160 Täby","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0162 Danderyd","bensin",62,80,96,59,82,74,32,36,33,30,43,37
"0162 Danderyd","diesel",97,120,154,159,150,180,89,122,93,111,118,97
"0162 Danderyd","el",1,0,4,2,1,8,0,0,3,1,0,5
"0162 Danderyd","elhybrid",1,1,11,3,3,9,3,5,6,7,14,3
"0162 Danderyd","laddhybrid",1,1,6,5,3,5,2,2,2,2,2,1
"0162 Danderyd","etanol/etanol flexifuel",0,0,1,1,0,0,0,0,1,0,0,0
"0162 Danderyd","gas/gas flexifuel",3,0,1,0,0,2,1,1,3,1,2,0
"0162 Danderyd","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0163 Sollentuna","bensin",48,70,63,64,82,94,67,90,115,71,61,107
"0163 Sollentuna","diesel",126,138,174,170,176,219,168,202,227,185,178,185
"0163 Sollentuna","el",4,0,4,2,3,1,2,0,0,0,0,2
"0163 Sollentuna","elhybrid",1,5,3,5,4,2,9,5,8,3,2,9
"0163 Sollentuna","laddhybrid",0,0,1,4,5,2,2,2,2,2,0,0
"0163 Sollentuna","etanol/etanol flexifuel",0,2,0,1,1,0,1,1,1,0,0,0
"0163 Sollentuna","gas/gas flexifuel",5,1,5,2,2,4,1,5,2,2,3,3
"0163 Sollentuna","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0180 Stockholm","bensin",598,723,983,1192,1013,992,802,888,1104,927,919,1183
"0180 Stockholm","diesel",2650,2504,3383,3173,3049,2915,1773,2192,2227,2949,2655,2957
"0180 Stockholm","el",19,10,18,25,18,15,25,131,22,12,12,42
"0180 Stockholm","elhybrid",77,76,75,85,69,68,84,91,74,121,103,155
"0180 Stockholm","laddhybrid",10,40,97,101,80,129,83,98,114,219,40,114
"0180 Stockholm","etanol/etanol flexifuel",16,20,28,16,10,28,7,24,24,15,9,18
"0180 Stockholm","gas/gas flexifuel",60,75,78,73,57,67,46,71,88,93,68,63
"0180 Stockholm","övriga bränslen",0,0,0,1,0,0,0,0,0,1,0,0
"0181 Södertälje","bensin",68,86,87,110,120,99,85,91,99,122,108,84
"0181 Södertälje","diesel",103,83,96,123,160,149,77,119,121,169,177,123
"0181 Södertälje","el",0,0,1,0,0,3,2,2,2,0,2,1
