"region","drivmedel","2006M01","2006M02","2006M03","2006M04","2006M05","2006M06","2006M07","2006M08","2006M09","2006M10","2006M11","2006M12"
"08 Kalmar län","elhybrid",2,1,1,4,2,8,6,6,6,2,7,5
"08 Kalmar län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"08 Kalmar län","etanol/etanol flexifuel",32,22,57,28,44,50,16,31,57,45,39,36
"08 Kalmar län","gas/gas flexifuel",0,2,0,1,3,1,2,1,2,1,1,2
"08 Kalmar län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"09 Gotlands län","bensin",57,60,74,93,103,121,64,54,96,81,52,81
"09 Gotlands län","diesel",6,7,21,12,22,19,16,18,17,16,12,22
"09 Gotlands län","el",0,0,0,0,0,0,0,0,0,0,0,0
"09 Gotlands län","elhybrid",2,0,0,1,1,1,0,0,0,0,0,0
"09 Gotlands län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"09 Gotlands län","etanol/etanol flexifuel",3,4,3,7,8,11,2,4,5,1,4,4
"09 Gotlands län","gas/gas flexifuel",0,0,0,0,0,1,0,0,0,0,0,0
"09 Gotlands län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"10 Blekinge län","bensin",207,202,286,293,330,373,251,268,267,274,256,255
"10 Blekinge län","diesel",39,36,36,41,38,68,45,53,57,65,78,54
"10 Blekinge län","el",0,0,0,0,0,0,0,0,0,0,0,0
"10 Blekinge län","elhybrid",0,1,0,1,1,1,1,2,1,2,1,1
"10 Blekinge län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"10 Blekinge län","etanol/etanol flexifuel",13,16,30,35,35,39,19,42,31,19,26,37
"10 Blekinge län","gas/gas flexifuel",1,0,0,0,0,0,1,1,0,4,0,0
"10 Blekinge län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"12 Skåne län","bensin",2108,2258,3045,3175,3493,3595,2537,2646,3003,2904,2952,2534
"12 Skåne län","diesel",399,388,606,526,609,604,484,509,630,693,758,783
"12 Skåne län","el",0,0,0,0,0,0,0,0,0,0,0,0
"12 Skåne län","elhybrid",12,17,15,30,21,27,41,22,33,16,31,34
"12 Skåne län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"12 Skåne län","etanol/etanol flexifuel",99,106,240,199,184,230,195,207,195,180,252,200
"12 Skåne län","gas/gas flexifuel",23,10,20,40,50,45,25,17,12,24,30,22
"12 Skåne län","övriga bränslen",1,0,1,0,0,0,1,0,0,2,0,0
"13 Hallands län","bensin",447,501,639,791,777,758,581,621,611,636,558,516
"13 Hallands län","diesel",108,126,159,151,151,178,146,146,146,177,205,220
"13 Hallands län","el",0,0,0,0,0,0,0,0,0,0,0,0
"13 Hallands län","elhybrid",1,2,2,4,6,1,7,5,6,3,6,5
"13 Hallands län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"13 Hallands län","etanol/etanol flexifuel",34,25,62,40,52,54,43,36,54,42,46,65
"13 Hallands län","gas/gas flexifuel",2,3,5,6,8,12,5,16,8,6,9,6
"13 Hallands län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"14 Västra Götalands län","bensin",2558,2929,4026,4408,4743,4391,2864,3267,3601,3459,3139,3286
"14 Västra Götalands län","diesel",590,571,834,875,980,958,781,825,1065,1140,1280,1308
"14 Västra Götalands län","el",0,0,0,0,0,0,0,0,0,0,0,0
"14 Västra Götalands län","elhybrid",36,12,26,27,55,60,41,76,38,30,43,46
"14 Västra Götalands län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"14 Västra Götalands län","etanol/etanol flexifuel",220,260,705,297,367,541,302,418,434,350,489,511
"14 Västra Götalands län","gas/gas flexifuel",44,82,78,96,126,91,39,49,64,67,79,108
"14 Västra Götalands län","övriga bränslen",0,0,0,0,0,0,0,0,1,0,0,0
"15 f.d. Älvsborgs län","bensin",0,0,0,0,0,0,0,0,0,0,0,0
"15 f.d. Älvsborgs län","diesel",0,0,0,0,0,0,0,0,0,0,0,0
"15 f.d. Älvsborgs län","el",0,0,0,0,0,0,0,0,0,0,0,0
"15 f.d. Älvsborgs län","elhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"15 f.d. Älvsborgs län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"15 f.d. Älvsborgs län","etanol/etanol flexifuel",0,0,0,0,0,0,0,0,0,0,0,0
"15 f.d. Älvsborgs län","gas/gas flexifuel",0,0,0,0,0,0,0,0,0,0,0,0
"15 f.d. Älvsborgs län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","bensin",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","diesel",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","el",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","elhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","etanol/etanol flexifuel",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","gas/gas flexifuel",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"17 Värmlands län","bensin",392,343,486,565,623,606,464,499,554,480,445,384
"17 Värmlands län","diesel",114,108,137,160,168,173,173,124,184,223,219,201
"17 Värmlands län","el",0,0,0,0,0,0,0,0,0,0,0,0
"17 Värmlands län","elhybrid",1,1,0,3,2,1,1,8,2,1,2,1
"17 Värmlands län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"17 Värmlands län","etanol/etanol flexifuel",24,20,37,25,57,33,36,51,44,36,38,95
"17 Värmlands län","gas/gas flexifuel",0,0,0,0,0,1,0,2,0,0,0,1
"17 Värmlands län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"18 Örebro län","bensin",373,390,568,605,642,711,430,518,575,500,513,416
"18 Örebro län","diesel",103,93,151,125,152,183,95,118,127,159,197,190
"18 Örebro län","el",1,0,0,0,0,0,0,0,0,0,0,0
"18 Örebro län","elhybrid",2,4,4,4,11,13,5,6,5,1,5,5
"18 Örebro län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"18 Örebro län","etanol/etanol flexifuel",35,41,52,44,81,51,34,54,43,47,68,39
"18 Örebro län","gas/gas flexifuel",1,1,3,9,10,5,8,0,3,18,16,20
"18 Örebro län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"19 Västmanlands län","bensin",277,313,477,494,573,551,336,416,408,489,433,375
"19 Västmanlands län","diesel",86,78,107,95,88,120,82,103,90,151,174,150
"19 Västmanlands län","el",0,0,0,0,0,0,0,0,0,0,0,0
"19 Västmanlands län","elhybrid",0,0,0,3,0,3,0,0,5,1,0,0
"19 Västmanlands län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"19 Västmanlands län","etanol/etanol flexifuel",32,35,73,36,48,59,42,66,48,33,68,33
"19 Västmanlands län","gas/gas flexifuel",2,4,3,7,3,2,0,0,1,5,6,0
"19 Västmanlands län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"20 Dalarnas län","bensin",378,363,497,509,655,618,424,436,535,500,398,405
"20 Dalarnas län","diesel",113,118,156,132,144,169,139,157,175,205,230,245
"20 Dalarnas län","el",0,0,0,0,0,0,0,0,0,0,0,0
"20 Dalarnas län","elhybrid",4,1,0,0,2,2,1,2,3,1,3,1
"20 Dalarnas län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"20 Dalarnas län","etanol/etanol flexifuel",39,38,51,27,42,59,33,39,57,43,46,39
"20 Dalarnas län","gas/gas flexifuel",0,0,0,0,0,0,0,0,0,1,0,1
"20 Dalarnas län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"21 Gävleborgs län","bensin",359,347,451,473,529,500,384,428,444,432,383,359
"21 Gävleborgs län","diesel",101,87,99,112,131,173,123,122,155,142,176,177
"21 Gävleborgs län","el",0,0,0,0,0,0,0,0,0,0,0,0
"21 Gävleborgs län","elhybrid",5,2,1,3,8,5,7,4,6,5,3,5
"21 Gävleborgs län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"21 Gävleborgs län","etanol/etanol flexifuel",41,36,48,35,50,34,25,38,29,20,46,44
"21 Gävleborgs län","gas/gas flexifuel",0,0,5,2,0,1,0,0,0,0,1,0
"21 Gävleborgs län","övriga bränslen",0,0,0,0,0,0,0,0,1,0,0,0
"22 Västernorrlands län","bensin",240,264,398,413,489,423,284,326,364,340,326,329
"22 Västernorrlands län","diesel",77,83,149,108,153,161,106,129,146,129,163,191
"22 Västernorrlands län","el",0,0,0,0,0,0,0,0,0,0,0,0
"22 Västernorrlands län","elhybrid",2,3,6,0,3,5,1,2,2,1,2,0
"22 Västernorrlands län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"22 Västernorrlands län","etanol/etanol flexifuel",58,46,57,51,53,56,33,71,40,38,52,39
"22 Västernorrlands län","gas/gas flexifuel",0,0,0,0,0,0,0,0,0,0,1,0
"22 Västernorrlands län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"23 Jämtlands län","bensin",116,94,135,115,140,186,97,136,157,134,156,131
"23 Jämtlands län","diesel",50,50,61,67,75,69,52,70,75,71,99,93
"23 Jämtlands län","el",0,0,0,0,0,0,0,0,0,0,0,0
"23 Jämtlands län","elhybrid",2,0,0,2,3,1,0,0,4,2,2,2
"23 Jämtlands län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"23 Jämtlands län","etanol/etanol flexifuel",14,15,12,5,23,16,16,25,17,19,20,19
"23 Jämtlands län","gas/gas flexifuel",0,0,0,0,0,0,0,0,0,0,1,0
"23 Jämtlands län","övriga bränslen",0,0,0,0,0,0,0,0,0,1,0,0
"24 Västerbottens län","bensin",281,239,318,366,390,333,225,280,255,287,250,221
"24 Västerbottens län","diesel",109,86,153,138,135,155,118,155,160,146,184,194
"24 Västerbottens län","el",0,0,0,0,0,0,0,0,0,0,0,0
"24 Västerbottens län","elhybrid",3,3,0,5,4,3,1,0,2,1,2,3
"24 Västerbottens län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"24 Västerbottens län","etanol/etanol flexifuel",61,41,56,36,36,42,30,53,31,58,38,34
"24 Västerbottens län","gas/gas flexifuel",0,1,0,2,0,0,0,0,0,1,0,0
"24 Västerbottens län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"25 Norrbottens län","bensin",249,272,375,290,362,360,234,321,290,306,286,228
"25 Norrbottens län","diesel",135,99,191,125,174,167,145,130,155,161,190,229
"25 Norrbottens län","el",0,0,0,0,0,0,0,0,0,0,0,0
"25 Norrbottens län","elhybrid",3,0,2,1,3,2,1,5,1,0,1,0
"25 Norrbottens län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"25 Norrbottens län","etanol/etanol flexifuel",35,31,33,25,26,25,23,61,46,44,32,34
"25 Norrbottens län","gas/gas flexifuel",1,0,0,0,0,0,0,0,0,0,0,0
"25 Norrbottens län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0114 Upplands Väsby","bensin",38,46,73,87,78,89,50,90,59,61,64,51
"0114 Upplands Väsby","diesel",14,14,17,18,12,13,13,18,10,12,19,23
"0114 Upplands Väsby","el",0,0,0,0,0,0,0,0,0,0,0,0
"0114 Upplands Väsby","elhybrid",1,2,1,2,0,2,0,3,0,0,2,1
"0114 Upplands Väsby","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0114 Upplands Väsby","etanol/etanol flexifuel",8,4,5,6,4,5,3,0,10,2,7,2
"0114 Upplands Väsby","gas/gas flexifuel",0,2,3,3,2,0,2,2,1,1,0,0
"0114 Upplands Väsby","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0115 Vallentuna","bensin",26,35,44,40,54,65,55,43,51,42,49,36
"0115 Vallentuna","diesel",3,10,7,14,11,8,12,5,9,9,8,14
"0115 Vallentuna","el",0,0,0,0,0,0,0,0,0,0,0,0
"0115 Vallentuna","elhybrid",1,0,1,0,0,1,0,0,0,0,0,1
"0115 Vallentuna","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0115 Vallentuna","etanol/etanol flexifuel",8,6,15,8,11,7,6,14,12,7,11,5
"0115 Vallentuna","gas/gas flexifuel",0,0,0,0,0,1,0,0,1,0,0,0
"0115 Vallentuna","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0117 Österåker","bensin",54,64,91,84,106,78,68,103,70,79,60,51
"0117 Österåker","diesel",16,9,15,13,16,15,12,7,9,22,29,20
"0117 Österåker","el",0,0,0,0,0,0,0,0,0,0,0,0
"0117 Österåker","elhybrid",3,1,3,2,3,4,3,3,6,1,4,4
"0117 Österåker","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0117 Österåker","etanol/etanol flexifuel",9,10,21,3,15,10,6,2,4,10,16,7
"0117 Österåker","gas/gas flexifuel",0,0,1,0,1,0,0,0,0,0,0,0
"0117 Österåker","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0120 Värmdö","bensin",45,33,64,59,78,72,47,61,63,73,55,49
"0120 Värmdö","diesel",13,8,15,8,13,16,6,5,10,12,15,14
"0120 Värmdö","el",0,0,0,0,0,0,0,0,0,0,0,0
"0120 Värmdö","elhybrid",0,0,0,2,2,3,1,0,0,0,0,1
"0120 Värmdö","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0120 Värmdö","etanol/etanol flexifuel",1,6,4,3,3,1,1,0,2,5,1,3
"0120 Värmdö","gas/gas flexifuel",0,0,0,0,0,0,0,0,0,1,0,0
"0120 Värmdö","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0123 Järfälla","bensin",61,62,104,96,137,109,90,93,115,95,104,90
"0123 Järfälla","diesel",11,8,13,17,21,11,8,24,10,17,27,49
"0123 Järfälla","el",0,0,0,0,0,0,0,0,0,0,0,0
"0123 Järfälla","elhybrid",2,0,1,2,1,1,1,2,2,0,0,0
"0123 Järfälla","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0123 Järfälla","etanol/etanol flexifuel",12,8,60,10,27,10,12,20,38,28,29,18
"0123 Järfälla","gas/gas flexifuel",2,1,3,1,2,0,0,0,2,0,0,0
"0123 Järfälla","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0125 Ekerö","bensin",25,19,30,41,46,42,34,41,33,34,31,21
"0125 Ekerö","diesel",4,3,4,9,5,7,6,10,8,6,8,13
"0125 Ekerö","el",0,0,0,0,0,0,0,0,0,0,0,0
"0125 Ekerö","elhybrid",1,1,1,2,1,0,0,1,2,0,0,0
"0125 Ekerö","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0125 Ekerö","etanol/etanol flexifuel",2,2,8,2,2,0,2,2,3,1,3,2
"0125 Ekerö","gas/gas flexifuel",0,0,0,0,0,0,0,0,0,0,0,0
"0125 Ekerö","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0126 Huddinge","bensin",77,90,129,132,167,153,129,131,122,126,137,165
"0126 Huddinge","diesel",12,12,22,19,14,30,19,32,25,21,35,32
"0126 Huddinge","el",0,0,0,0,0,0,0,0,0,0,0,0
"0126 Huddinge","elhybrid",1,1,1,2,1,2,1,2,1,2,1,0
"0126 Huddinge","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0126 Huddinge","etanol/etanol flexifuel",6,8,19,14,9,19,4,7,6,10,7,10
"0126 Huddinge","gas/gas flexifuel",1,0,4,0,4,4,1,0,0,0,0,0
"0126 Huddinge","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0127 Botkyrka","bensin",61,71,94,107,151,121,88,91,92,89,90,74
"0127 Botkyrka","diesel",10,12,13,11,14,13,17,19,14,16,18,24
"0127 Botkyrka","el",0,0,0,0,0,0,0,0,0,0,0,0
"0127 Botkyrka","elhybrid",0,0,0,0,0,0,1,0,0,0,0,0
"0127 Botkyrka","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0127 Botkyrka","etanol/etanol flexifuel",6,5,3,1,9,1,6,9,6,7,9,10
"0127 Botkyrka","gas/gas flexifuel",0,2,0,0,1,0,1,1,0,0,1,0
"0127 Botkyrka","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0128 Salem","bensin",9,10,28,22,28,26,20,22,17,18,19,15
"0128 Salem","diesel",2,1,4,0,0,6,2,4,4,5,4,2
"0128 Salem","el",0,0,0,0,0,0,0,0,0,0,0,0
"0128 Salem","elhybrid",0,0,0,0,0,0,0,0,0,0,0,1
"0128 Salem","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0128 Salem","etanol/etanol flexifuel",1,0,3,1,1,3,0,0,3,1,1,3
"0128 Salem","gas/gas flexifuel",0,0,0,0,1,0,0,0,0,0,0,0
"0128 Salem","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0136 Haninge","bensin",103,115,132,122,158,154,125,161,127,130,108,92
"0136 Haninge","diesel",12,16,27,15,17,23,24,24,28,23,36,31
"0136 Haninge","el",0,0,0,0,0,0,0,0,0,0,0,0
"0136 Haninge","elhybrid",0,0,2,0,1,0,0,1,0,0,0,2
"0136 Haninge","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0136 Haninge","etanol/etanol flexifuel",4,0,14,6,5,4,12,5,3,1,5,4
"0136 Haninge","gas/gas flexifuel",0,1,1,0,2,1,0,1,1,0,1,0
"0136 Haninge","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0138 Tyresö","bensin",36,40,54,64,79,73,50,50,51,60,59,45
"0138 Tyresö","diesel",5,7,6,6,5,6,10,12,13,12,12,14
"0138 Tyresö","el",0,0,0,0,0,0,0,0,0,0,0,0
"0138 Tyresö","elhybrid",1,1,0,0,1,2,0,0,1,0,2,1
"0138 Tyresö","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0138 Tyresö","etanol/etanol flexifuel",6,1,3,4,8,4,3,4,2,8,5,7
"0138 Tyresö","gas/gas flexifuel",0,1,0,0,1,0,0,0,0,0,0,0
"0138 Tyresö","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0139 Upplands-Bro","bensin",17,26,25,28,36,32,30,24,32,34,19,13
"0139 Upplands-Bro","diesel",6,2,5,7,8,4,6,10,14,1,5,7
"0139 Upplands-Bro","el",0,0,0,0,0,0,0,0,0,0,0,0
"0139 Upplands-Bro","elhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0139 Upplands-Bro","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0139 Upplands-Bro","etanol/etanol flexifuel",0,3,0,0,1,0,0,1,6,1,2,0
"0139 Upplands-Bro","gas/gas flexifuel",0,1,1,0,0,0,0,1,1,0,0,0
"0139 Upplands-Bro","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0140 Nykvarn","bensin",9,9,14,28,21,25,17,22,13,15,17,18
"0140 Nykvarn","diesel",2,2,3,0,2,3,3,5,2,5,3,6
"0140 Nykvarn","el",0,0,0,0,0,0,0,0,0,0,0,0
"0140 Nykvarn","elhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0140 Nykvarn","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0140 Nykvarn","etanol/etanol flexifuel",0,2,0,0,0,3,0,0,0,0,0,1
"0140 Nykvarn","gas/gas flexifuel",0,0,0,0,0,0,0,0,0,0,0,0
"0140 Nykvarn","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0160 Täby","bensin",80,77,92,137,136,161,85,116,119,112,120,100
"0160 Täby","diesel",18,18,13,36,28,28,21,18,21,34,33,35
"0160 Täby","el",0,0,0,0,0,0,0,0,0,0,0,0
"0160 Täby","elhybrid",8,3,2,5,3,7,1,4,3,4,6,2
"0160 Täby","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0160 Täby","etanol/etanol flexifuel",6,8,3,4,4,6,2,2,5,5,4,8
"0160 Täby","gas/gas flexifuel",0,3,0,3,0,0,1,1,0,0,0,1
"0160 Täby","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0162 Danderyd","bensin",56,54,67,78,98,101,46,91,82,68,75,78
"0162 Danderyd","diesel",11,7,17,13,7,21,6,25,16,17,28,20
"0162 Danderyd","el",0,0,0,0,0,0,0,0,0,0,0,0
"0162 Danderyd","elhybrid",4,0,6,3,2,4,1,4,5,2,3,1
"0162 Danderyd","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0162 Danderyd","etanol/etanol flexifuel",8,2,9,4,9,11,8,6,2,3,7,15
"0162 Danderyd","gas/gas flexifuel",1,0,0,0,0,0,0,1,1,0,0,0
"0162 Danderyd","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0163 Sollentuna","bensin",63,56,82,110,101,134,70,80,83,84,92,68
"0163 Sollentuna","diesel",14,8,18,21,19,15,8,15,24,22,30,34
"0163 Sollentuna","el",0,0,0,0,0,0,0,0,0,0,0,0
"0163 Sollentuna","elhybrid",2,0,1,0,2,1,2,2,3,1,0,2
"0163 Sollentuna","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0163 Sollentuna","etanol/etanol flexifuel",7,5,12,7,11,8,6,8,11,11,11,5
"0163 Sollentuna","gas/gas flexifuel",1,1,2,2,0,3,0,1,0,0,0,1
"0163 Sollentuna","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0180 Stockholm","bensin",1265,1499,2006,2309,2591,2529,1429,1767,2039,1780,1609,1621
"0180 Stockholm","diesel",553,545,539,578,682,543,428,522,743,899,1038,889
"0180 Stockholm","el",1,0,0,0,0,0,0,0,0,0,0,0
"0180 Stockholm","elhybrid",56,44,85,53,42,55,35,55,68,37,54,50
"0180 Stockholm","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0180 Stockholm","etanol/etanol flexifuel",408,513,716,663,645,478,336,269,296,278,460,401
"0180 Stockholm","gas/gas flexifuel",55,67,54,106,205,99,60,45,166,189,144,60
"0180 Stockholm","övriga bränslen",1,0,0,0,0,0,0,0,0,0,0,0
"0181 Södertälje","bensin",172,160,191,254,285,270,130,234,232,195,185,158
"0181 Södertälje","diesel",41,45,55,67,93,67,24,88,76,66,106,106
"0181 Södertälje","el",0,0,0,0,0,0,0,0,0,0,0,0
