"region","drivmedel","2011M01","2011M02","2011M03","2011M04","2011M05","2011M06","2011M07","2011M08","2011M09","2011M10","2011M11","2011M12"
"15 f.d. Älvsborgs län","bensin",0,0,0,0,0,0,0,0,0,0,0,0
"15 f.d. Älvsborgs län","diesel",0,0,0,0,0,0,0,0,0,0,0,0
"15 f.d. Älvsborgs län","el",0,0,0,0,0,0,0,0,0,0,0,0
"15 f.d. Älvsborgs län","elhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"15 f.d. Älvsborgs län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"15 f.d. Älvsborgs län","etanol/etanol flexifuel",0,0,0,0,0,0,0,0,0,0,0,0
"15 f.d. Älvsborgs län","gas/gas flexifuel",0,0,0,0,0,0,0,0,0,0,0,0
"15 f.d. Älvsborgs län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","bensin",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","diesel",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","el",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","elhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","etanol/etanol flexifuel",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","gas/gas flexifuel",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"17 Värmlands län","bensin",153,162,207,252,271,240,168,226,178,179,204,235
"17 Värmlands län","diesel",358,360,451,505,514,437,326,381,449,475,471,440
"17 Värmlands län","el",0,0,0,0,0,0,0,0,0,1,0,0
"17 Värmlands län","elhybrid",7,5,7,8,7,1,2,4,4,0,6,4
"17 Värmlands län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"17 Värmlands län","etanol/etanol flexifuel",24,13,33,45,62,53,26,91,42,24,83,38
"17 Värmlands län","gas/gas flexifuel",2,2,5,4,2,3,1,4,3,6,4,7
"17 Värmlands län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"18 Örebro län","bensin",157,181,261,273,301,226,200,231,276,223,197,167
"18 Örebro län","diesel",325,318,431,485,499,503,409,502,453,451,454,361
"18 Örebro län","el",1,1,0,0,1,0,0,0,0,0,1,0
"18 Örebro län","elhybrid",5,6,11,13,12,3,7,10,7,10,8,10
"18 Örebro län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"18 Örebro län","etanol/etanol flexifuel",12,9,22,22,27,23,29,18,25,38,42,29
"18 Örebro län","gas/gas flexifuel",9,2,8,9,8,7,4,7,25,11,7,2
"18 Örebro län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"19 Västmanlands län","bensin",137,164,242,234,256,238,171,246,255,197,181,170
"19 Västmanlands län","diesel",239,269,346,391,443,423,298,381,469,418,378,374
"19 Västmanlands län","el",0,2,0,1,0,0,0,0,0,0,0,0
"19 Västmanlands län","elhybrid",0,1,0,1,0,1,1,0,2,2,3,0
"19 Västmanlands län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"19 Västmanlands län","etanol/etanol flexifuel",14,13,17,28,59,42,18,23,23,50,15,18
"19 Västmanlands län","gas/gas flexifuel",5,10,12,15,11,9,6,15,23,29,27,6
"19 Västmanlands län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"20 Dalarnas län","bensin",183,155,191,276,261,249,182,225,181,165,193,163
"20 Dalarnas län","diesel",324,357,418,440,469,411,291,346,458,376,414,456
"20 Dalarnas län","el",0,3,2,0,0,0,0,0,0,0,0,0
"20 Dalarnas län","elhybrid",6,5,1,7,4,1,0,1,1,2,6,4
"20 Dalarnas län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"20 Dalarnas län","etanol/etanol flexifuel",7,16,11,36,61,19,22,33,28,31,50,27
"20 Dalarnas län","gas/gas flexifuel",0,0,0,0,0,0,0,0,2,3,3,0
"20 Dalarnas län","övriga bränslen",0,0,0,1,0,0,0,0,0,0,0,0
"21 Gävleborgs län","bensin",138,185,223,238,272,173,171,185,197,166,186,168
"21 Gävleborgs län","diesel",325,348,390,387,500,390,306,444,353,408,469,366
"21 Gävleborgs län","el",0,1,0,0,0,0,0,0,0,0,0,0
"21 Gävleborgs län","elhybrid",7,3,7,3,5,1,0,5,1,1,3,3
"21 Gävleborgs län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"21 Gävleborgs län","etanol/etanol flexifuel",31,18,39,48,33,28,27,43,15,31,49,26
"21 Gävleborgs län","gas/gas flexifuel",1,2,4,1,0,2,3,3,13,4,5,4
"21 Gävleborgs län","övriga bränslen",0,1,0,0,0,0,0,0,0,0,0,1
"22 Västernorrlands län","bensin",97,114,207,186,180,180,125,139,162,148,159,104
"22 Västernorrlands län","diesel",388,350,434,428,465,413,284,402,362,348,455,328
"22 Västernorrlands län","el",0,0,2,1,0,0,0,0,0,0,0,1
"22 Västernorrlands län","elhybrid",2,0,2,3,1,3,1,5,1,0,1,2
"22 Västernorrlands län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"22 Västernorrlands län","etanol/etanol flexifuel",31,23,34,37,51,32,35,50,30,25,52,22
"22 Västernorrlands län","gas/gas flexifuel",12,4,19,8,25,15,4,21,9,5,2,1
"22 Västernorrlands län","övriga bränslen",0,0,0,1,0,0,0,0,0,0,0,0
"23 Jämtlands län","bensin",35,44,52,45,71,43,47,57,47,41,35,53
"23 Jämtlands län","diesel",123,170,185,175,209,164,155,138,176,162,198,200
"23 Jämtlands län","el",0,0,5,2,2,0,0,0,0,0,0,0
"23 Jämtlands län","elhybrid",0,0,0,0,0,1,0,0,0,0,1,0
"23 Jämtlands län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"23 Jämtlands län","etanol/etanol flexifuel",0,4,3,2,3,5,5,5,12,2,10,4
"23 Jämtlands län","gas/gas flexifuel",0,0,1,1,3,0,0,5,0,1,1,1
"23 Jämtlands län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"24 Västerbottens län","bensin",91,101,146,130,164,146,108,122,128,122,118,134
"24 Västerbottens län","diesel",282,349,420,347,484,378,298,351,351,391,380,333
"24 Västerbottens län","el",0,0,1,0,0,1,0,0,0,0,0,0
"24 Västerbottens län","elhybrid",2,0,6,4,5,3,1,2,7,8,6,0
"24 Västerbottens län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"24 Västerbottens län","etanol/etanol flexifuel",13,22,20,22,26,17,16,38,25,34,25,11
"24 Västerbottens län","gas/gas flexifuel",7,2,3,2,4,2,0,3,2,2,2,3
"24 Västerbottens län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"25 Norrbottens län","bensin",94,70,123,113,143,97,96,116,118,127,141,115
"25 Norrbottens län","diesel",291,283,353,329,446,363,252,356,338,321,415,329
"25 Norrbottens län","el",0,0,1,0,0,0,0,0,0,0,0,0
"25 Norrbottens län","elhybrid",1,5,2,5,2,3,0,2,1,1,0,3
"25 Norrbottens län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"25 Norrbottens län","etanol/etanol flexifuel",12,12,13,11,21,8,12,23,13,27,30,9
"25 Norrbottens län","gas/gas flexifuel",0,0,1,0,0,0,0,0,1,1,0,0
"25 Norrbottens län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0114 Upplands Väsby","bensin",21,42,60,33,47,51,25,33,44,31,31,50
"0114 Upplands Väsby","diesel",43,43,51,73,62,60,53,150,45,61,137,69
"0114 Upplands Väsby","el",0,0,0,0,0,0,0,0,0,0,1,0
"0114 Upplands Väsby","elhybrid",2,1,0,2,5,2,1,3,0,0,1,0
"0114 Upplands Väsby","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0114 Upplands Väsby","etanol/etanol flexifuel",0,0,1,1,7,0,1,3,0,3,6,2
"0114 Upplands Väsby","gas/gas flexifuel",0,1,2,4,2,7,0,4,4,1,8,2
"0114 Upplands Väsby","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0115 Vallentuna","bensin",16,14,22,33,26,27,22,17,17,23,17,26
"0115 Vallentuna","diesel",17,24,30,27,34,33,26,29,28,15,22,24
"0115 Vallentuna","el",0,0,0,0,0,0,0,0,0,0,0,0
"0115 Vallentuna","elhybrid",1,1,0,4,2,1,0,1,1,0,2,2
"0115 Vallentuna","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0115 Vallentuna","etanol/etanol flexifuel",0,6,2,0,3,6,1,0,3,1,5,3
"0115 Vallentuna","gas/gas flexifuel",0,0,0,0,0,0,1,1,1,0,1,0
"0115 Vallentuna","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0117 Österåker","bensin",26,36,45,47,51,35,30,44,43,29,45,34
"0117 Österåker","diesel",33,35,51,51,36,51,31,35,37,32,38,34
"0117 Österåker","el",0,0,0,0,0,0,0,0,0,0,0,0
"0117 Österåker","elhybrid",1,0,1,1,1,1,1,0,1,2,0,0
"0117 Österåker","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0117 Österåker","etanol/etanol flexifuel",3,0,2,0,2,0,0,1,3,0,3,0
"0117 Österåker","gas/gas flexifuel",1,0,1,1,0,2,2,1,0,2,0,0
"0117 Österåker","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0120 Värmdö","bensin",28,29,51,47,43,31,28,25,34,37,31,23
"0120 Värmdö","diesel",24,35,38,35,30,38,32,37,31,30,32,31
"0120 Värmdö","el",0,0,0,0,0,0,0,0,0,0,0,0
"0120 Värmdö","elhybrid",1,1,1,1,1,0,1,1,0,1,1,1
"0120 Värmdö","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0120 Värmdö","etanol/etanol flexifuel",1,1,0,0,2,1,5,1,3,0,0,0
"0120 Värmdö","gas/gas flexifuel",0,0,1,2,1,0,0,0,0,0,1,1
"0120 Värmdö","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0123 Järfälla","bensin",31,42,64,54,78,57,44,43,51,37,63,153
"0123 Järfälla","diesel",44,49,48,87,75,85,40,43,49,54,70,66
"0123 Järfälla","el",0,0,0,0,0,0,0,0,0,0,0,0
"0123 Järfälla","elhybrid",0,1,1,1,2,0,0,1,2,0,4,1
"0123 Järfälla","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0123 Järfälla","etanol/etanol flexifuel",1,2,3,3,3,1,2,4,0,5,3,2
"0123 Järfälla","gas/gas flexifuel",2,2,6,3,8,3,5,6,3,2,2,0
"0123 Järfälla","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0125 Ekerö","bensin",15,16,20,21,23,19,14,18,16,13,13,15
"0125 Ekerö","diesel",19,19,24,18,26,22,12,20,25,10,13,27
"0125 Ekerö","el",0,0,0,0,0,0,0,0,0,0,0,0
"0125 Ekerö","elhybrid",0,1,0,0,0,0,0,3,2,0,0,1
"0125 Ekerö","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0125 Ekerö","etanol/etanol flexifuel",1,0,0,0,0,1,0,6,3,0,2,2
"0125 Ekerö","gas/gas flexifuel",0,0,0,0,1,0,0,1,0,0,0,1
"0125 Ekerö","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0126 Huddinge","bensin",70,88,123,103,142,138,86,83,115,131,130,112
"0126 Huddinge","diesel",66,63,95,128,147,144,64,84,96,128,133,125
"0126 Huddinge","el",0,0,0,0,0,0,0,0,0,0,0,0
"0126 Huddinge","elhybrid",5,4,9,2,6,1,3,5,6,7,8,3
"0126 Huddinge","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0126 Huddinge","etanol/etanol flexifuel",1,1,1,4,12,30,5,5,5,5,5,6
"0126 Huddinge","gas/gas flexifuel",1,3,7,8,9,12,5,9,15,5,4,12
"0126 Huddinge","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0127 Botkyrka","bensin",27,36,52,59,72,62,51,63,52,54,65,33
"0127 Botkyrka","diesel",35,29,47,62,68,53,36,45,43,37,51,29
"0127 Botkyrka","el",0,0,0,0,0,1,0,0,0,0,0,0
"0127 Botkyrka","elhybrid",4,2,3,4,5,2,1,1,1,3,3,2
"0127 Botkyrka","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0127 Botkyrka","etanol/etanol flexifuel",1,1,2,1,3,2,7,7,5,2,7,3
"0127 Botkyrka","gas/gas flexifuel",4,3,5,4,11,8,2,13,5,6,5,3
"0127 Botkyrka","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0128 Salem","bensin",6,8,7,8,17,6,7,12,9,9,11,17
"0128 Salem","diesel",8,10,14,14,23,12,6,13,9,10,11,9
"0128 Salem","el",0,0,0,0,0,0,0,0,0,0,0,0
"0128 Salem","elhybrid",0,0,0,1,0,0,1,1,0,0,0,0
"0128 Salem","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0128 Salem","etanol/etanol flexifuel",0,0,1,0,1,0,1,0,0,1,2,0
"0128 Salem","gas/gas flexifuel",0,0,0,1,1,0,0,0,0,0,0,0
"0128 Salem","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0136 Haninge","bensin",63,57,104,106,103,86,78,66,75,53,75,78
"0136 Haninge","diesel",53,44,74,97,108,78,48,61,75,102,75,66
"0136 Haninge","el",0,0,0,0,0,0,0,0,0,0,0,0
"0136 Haninge","elhybrid",3,2,1,5,3,1,0,1,0,1,0,0
"0136 Haninge","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0136 Haninge","etanol/etanol flexifuel",1,1,4,7,7,5,6,5,5,2,3,4
"0136 Haninge","gas/gas flexifuel",0,0,0,4,7,5,3,7,4,2,4,0
"0136 Haninge","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0138 Tyresö","bensin",27,22,37,34,34,27,30,29,29,34,21,27
"0138 Tyresö","diesel",21,34,32,57,32,36,21,24,24,21,34,18
"0138 Tyresö","el",0,0,0,0,0,0,0,0,0,0,0,0
"0138 Tyresö","elhybrid",0,1,1,2,0,2,0,2,2,1,2,0
"0138 Tyresö","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0138 Tyresö","etanol/etanol flexifuel",0,0,1,1,2,3,3,2,0,1,0,0
"0138 Tyresö","gas/gas flexifuel",0,0,1,0,2,0,0,0,1,0,0,2
"0138 Tyresö","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0139 Upplands-Bro","bensin",11,6,17,23,21,14,13,14,13,16,21,12
"0139 Upplands-Bro","diesel",22,13,21,26,25,27,13,20,12,24,15,13
"0139 Upplands-Bro","el",0,0,0,0,0,0,0,0,0,0,0,0
"0139 Upplands-Bro","elhybrid",0,0,0,1,1,0,0,0,0,0,0,0
"0139 Upplands-Bro","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0139 Upplands-Bro","etanol/etanol flexifuel",0,0,2,3,0,2,2,1,2,1,4,1
"0139 Upplands-Bro","gas/gas flexifuel",0,0,1,0,0,4,2,0,2,0,1,0
"0139 Upplands-Bro","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0140 Nykvarn","bensin",9,5,11,8,12,8,11,9,8,11,9,14
"0140 Nykvarn","diesel",3,6,16,21,13,10,9,10,9,7,8,7
"0140 Nykvarn","el",0,0,0,0,0,0,0,0,0,0,0,0
"0140 Nykvarn","elhybrid",0,2,0,0,0,0,0,0,0,0,0,0
"0140 Nykvarn","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0140 Nykvarn","etanol/etanol flexifuel",0,0,1,1,0,0,0,2,0,0,0,0
"0140 Nykvarn","gas/gas flexifuel",0,0,0,0,0,0,0,0,0,0,0,0
"0140 Nykvarn","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0160 Täby","bensin",33,70,67,88,76,59,41,62,66,57,58,52
"0160 Täby","diesel",65,67,89,100,117,103,53,66,65,76,69,58
"0160 Täby","el",0,0,0,0,0,0,0,0,0,0,0,0
"0160 Täby","elhybrid",2,6,6,9,6,2,4,7,4,6,4,4
"0160 Täby","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0160 Täby","etanol/etanol flexifuel",2,3,6,5,3,12,4,2,4,2,4,0
"0160 Täby","gas/gas flexifuel",0,1,0,0,2,1,4,2,2,0,3,2
"0160 Täby","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0162 Danderyd","bensin",22,29,40,46,48,35,22,28,33,45,28,23
"0162 Danderyd","diesel",33,52,53,54,65,57,45,60,60,31,56,58
"0162 Danderyd","el",0,0,0,0,0,0,0,0,0,0,0,0
"0162 Danderyd","elhybrid",3,1,1,3,1,0,1,3,0,2,1,2
"0162 Danderyd","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0162 Danderyd","etanol/etanol flexifuel",2,1,2,0,2,1,0,1,0,3,2,2
"0162 Danderyd","gas/gas flexifuel",0,0,1,1,0,2,1,1,0,0,0,1
"0162 Danderyd","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0163 Sollentuna","bensin",50,33,70,45,42,70,43,46,78,46,50,110
"0163 Sollentuna","diesel",45,44,80,66,92,87,69,69,66,61,76,67
"0163 Sollentuna","el",0,0,0,0,0,0,0,0,0,0,0,0
"0163 Sollentuna","elhybrid",1,0,4,4,1,3,1,0,0,0,1,1
"0163 Sollentuna","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0163 Sollentuna","etanol/etanol flexifuel",3,1,1,4,6,7,4,4,4,0,3,3
"0163 Sollentuna","gas/gas flexifuel",2,0,2,5,6,5,0,5,6,3,4,9
"0163 Sollentuna","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0180 Stockholm","bensin",765,687,1027,1008,1117,906,642,757,946,893,896,846
"0180 Stockholm","diesel",1722,2197,3413,2711,2526,2670,1863,2099,2706,2571,2701,2755
"0180 Stockholm","el",2,3,9,4,7,3,0,1,1,0,2,13
"0180 Stockholm","elhybrid",62,65,92,76,63,49,26,60,68,28,52,34
"0180 Stockholm","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0180 Stockholm","etanol/etanol flexifuel",207,180,396,416,370,482,136,199,362,236,233,204
"0180 Stockholm","gas/gas flexifuel",40,60,93,109,201,129,92,118,181,183,177,113
"0180 Stockholm","övriga bränslen",1,0,0,0,0,0,1,1,0,0,0,1
"0181 Södertälje","bensin",68,61,97,108,134,96,85,92,91,98,104,77
"0181 Södertälje","diesel",99,85,115,147,174,131,86,125,108,105,137,124
"0181 Södertälje","el",0,0,0,0,0,0,0,0,0,0,0,0
