"region","drivmedel","2012M01","2012M02","2012M03","2012M04","2012M05","2012M06","2012M07","2012M08","2012M09","2012M10","2012M11","2012M12"
"15 f.d. Älvsborgs län","diesel",0,0,0,0,0,0,0,0,0,0,0,0
"15 f.d. Älvsborgs län","el",0,0,0,0,0,0,0,0,0,0,0,0
"15 f.d. Älvsborgs län","elhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"15 f.d. Älvsborgs län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"15 f.d. Älvsborgs län","etanol/etanol flexifuel",0,0,0,0,0,0,0,0,0,0,0,0
"15 f.d. Älvsborgs län","gas/gas flexifuel",0,0,0,0,0,0,0,0,0,0,0,0
"15 f.d. Älvsborgs län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","bensin",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","diesel",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","el",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","elhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","etanol/etanol flexifuel",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","gas/gas flexifuel",0,0,0,0,0,0,0,0,0,0,0,0
"16 f.d. Skaraborgs län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"17 Värmlands län","bensin",117,130,203,171,231,238,177,197,174,182,214,187
"17 Värmlands län","diesel",344,385,478,430,454,368,270,380,427,423,485,499
"17 Värmlands län","el",0,0,0,0,0,0,0,0,0,3,0,0
"17 Värmlands län","elhybrid",1,2,2,1,2,2,10,1,5,3,9,7
"17 Värmlands län","laddhybrid",0,0,0,0,0,0,3,0,1,1,0,0
"17 Värmlands län","etanol/etanol flexifuel",14,21,19,23,18,21,17,9,28,20,15,11
"17 Värmlands län","gas/gas flexifuel",1,3,6,2,2,3,3,5,8,6,8,1
"17 Värmlands län","övriga bränslen",1,0,0,1,0,0,0,0,1,0,2,0
"18 Örebro län","bensin",137,143,236,268,283,310,197,199,178,186,205,197
"18 Örebro län","diesel",340,370,548,429,484,439,384,402,432,535,457,488
"18 Örebro län","el",0,1,0,0,0,0,0,0,0,1,1,0
"18 Örebro län","elhybrid",1,8,9,5,6,8,9,8,8,11,9,15
"18 Örebro län","laddhybrid",0,0,0,0,0,1,2,2,0,1,2,1
"18 Örebro län","etanol/etanol flexifuel",15,18,23,20,19,26,10,11,6,8,9,8
"18 Örebro län","gas/gas flexifuel",6,4,7,6,9,8,5,8,4,4,4,9
"18 Örebro län","övriga bränslen",0,0,0,1,0,0,0,0,0,0,0,0
"19 Västmanlands län","bensin",116,122,175,195,197,226,135,196,154,170,201,244
"19 Västmanlands län","diesel",261,323,423,367,429,400,258,340,362,411,391,462
"19 Västmanlands län","el",0,0,1,0,0,0,1,0,0,0,0,0
"19 Västmanlands län","elhybrid",0,1,0,2,0,0,4,1,4,4,3,5
"19 Västmanlands län","laddhybrid",0,0,0,0,0,0,0,1,2,2,3,0
"19 Västmanlands län","etanol/etanol flexifuel",14,23,8,17,15,12,11,22,9,13,4,24
"19 Västmanlands län","gas/gas flexifuel",8,3,7,9,9,7,14,22,11,14,6,21
"19 Västmanlands län","övriga bränslen",0,0,0,0,0,0,0,0,0,2,0,0
"20 Dalarnas län","bensin",128,115,182,163,222,211,183,178,167,146,166,128
"20 Dalarnas län","diesel",308,328,437,379,435,427,285,350,354,396,383,421
"20 Dalarnas län","el",0,1,1,2,1,1,0,0,0,0,0,0
"20 Dalarnas län","elhybrid",0,0,3,0,0,2,6,10,5,5,5,6
"20 Dalarnas län","laddhybrid",0,0,0,0,0,1,2,3,1,1,3,0
"20 Dalarnas län","etanol/etanol flexifuel",19,23,23,9,12,23,17,10,16,8,4,2
"20 Dalarnas län","gas/gas flexifuel",2,0,2,3,0,1,1,0,0,0,0,0
"20 Dalarnas län","övriga bränslen",0,0,0,1,0,0,1,1,0,0,0,1
"21 Gävleborgs län","bensin",110,117,174,180,217,151,182,199,147,175,169,141
"21 Gävleborgs län","diesel",339,334,461,417,411,371,296,353,352,381,368,350
"21 Gävleborgs län","el",0,0,0,0,1,0,0,0,1,0,2,0
"21 Gävleborgs län","elhybrid",1,2,4,0,1,2,7,6,5,7,15,9
"21 Gävleborgs län","laddhybrid",0,0,0,0,0,0,3,4,2,1,2,2
"21 Gävleborgs län","etanol/etanol flexifuel",5,11,21,8,21,13,4,20,9,9,10,5
"21 Gävleborgs län","gas/gas flexifuel",0,2,7,6,1,6,6,4,3,2,3,6
"21 Gävleborgs län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"22 Västernorrlands län","bensin",73,89,107,116,137,180,125,141,118,149,146,120
"22 Västernorrlands län","diesel",305,383,418,328,394,412,340,366,372,414,452,391
"22 Västernorrlands län","el",0,0,2,0,0,0,0,0,1,1,0,0
"22 Västernorrlands län","elhybrid",0,0,1,0,0,2,7,1,1,3,3,1
"22 Västernorrlands län","laddhybrid",0,0,0,0,0,2,0,3,1,1,2,0
"22 Västernorrlands län","etanol/etanol flexifuel",20,24,16,23,22,26,15,30,18,19,13,5
"22 Västernorrlands län","gas/gas flexifuel",2,1,3,2,0,4,1,3,1,3,6,3
"22 Västernorrlands län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"23 Jämtlands län","bensin",25,40,33,43,39,73,67,42,38,45,49,30
"23 Jämtlands län","diesel",141,211,186,134,170,183,130,157,140,156,189,217
"23 Jämtlands län","el",0,0,0,0,0,0,1,0,0,0,0,2
"23 Jämtlands län","elhybrid",0,2,1,0,0,0,3,0,0,1,1,2
"23 Jämtlands län","laddhybrid",0,0,0,0,2,0,0,2,0,0,0,0
"23 Jämtlands län","etanol/etanol flexifuel",2,9,0,1,1,2,2,1,0,1,0,0
"23 Jämtlands län","gas/gas flexifuel",0,2,2,1,5,1,1,1,1,1,0,0
"23 Jämtlands län","övriga bränslen",0,1,0,0,0,0,0,0,0,0,0,0
"24 Västerbottens län","bensin",74,75,95,87,150,151,110,129,103,111,159,120
"24 Västerbottens län","diesel",293,297,388,316,426,369,256,315,291,338,333,409
"24 Västerbottens län","el",0,0,0,1,0,0,0,0,0,1,0,0
"24 Västerbottens län","elhybrid",8,0,2,1,2,3,8,8,9,10,5,9
"24 Västerbottens län","laddhybrid",0,0,0,0,0,1,2,1,2,2,0,1
"24 Västerbottens län","etanol/etanol flexifuel",6,10,11,11,13,11,5,3,3,2,4,2
"24 Västerbottens län","gas/gas flexifuel",6,4,3,3,4,4,2,2,0,6,3,0
"24 Västerbottens län","övriga bränslen",0,0,0,0,0,0,1,1,0,0,0,1
"25 Norrbottens län","bensin",76,71,85,92,142,145,109,151,127,100,130,88
"25 Norrbottens län","diesel",424,385,391,312,361,382,272,332,319,346,406,426
"25 Norrbottens län","el",0,0,0,0,0,0,0,0,0,0,1,0
"25 Norrbottens län","elhybrid",1,2,0,0,0,4,8,1,4,5,2,2
"25 Norrbottens län","laddhybrid",0,0,0,0,0,0,3,1,0,3,1,0
"25 Norrbottens län","etanol/etanol flexifuel",3,1,5,8,21,9,7,5,2,8,6,3
"25 Norrbottens län","gas/gas flexifuel",0,1,0,1,2,1,0,1,0,0,0,0
"25 Norrbottens län","övriga bränslen",0,0,0,0,0,0,0,0,0,0,1,0
"0114 Upplands Väsby","bensin",20,33,28,25,35,24,18,32,32,65,25,45
"0114 Upplands Väsby","diesel",64,104,107,50,37,129,30,47,108,48,57,109
"0114 Upplands Väsby","el",0,1,0,0,0,0,0,0,0,0,0,0
"0114 Upplands Väsby","elhybrid",0,2,0,0,1,5,0,2,4,2,5,0
"0114 Upplands Väsby","laddhybrid",0,0,0,0,0,0,0,0,0,0,1,0
"0114 Upplands Väsby","etanol/etanol flexifuel",3,0,10,1,0,1,2,0,2,1,1,0
"0114 Upplands Väsby","gas/gas flexifuel",1,2,5,2,0,0,0,1,1,2,1,0
"0114 Upplands Väsby","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0115 Vallentuna","bensin",16,20,25,13,21,17,18,25,25,30,25,23
"0115 Vallentuna","diesel",22,23,32,32,27,39,20,21,22,22,29,21
"0115 Vallentuna","el",0,0,0,0,0,0,0,0,0,0,0,0
"0115 Vallentuna","elhybrid",0,0,0,0,0,0,0,0,0,1,1,1
"0115 Vallentuna","laddhybrid",0,0,0,0,0,0,0,0,1,0,1,0
"0115 Vallentuna","etanol/etanol flexifuel",2,0,1,0,0,0,1,0,0,1,0,1
"0115 Vallentuna","gas/gas flexifuel",1,0,2,1,1,1,1,1,0,1,0,0
"0115 Vallentuna","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0117 Österåker","bensin",35,32,42,44,27,39,34,48,26,46,30,30
"0117 Österåker","diesel",28,35,38,44,44,32,27,27,36,40,33,31
"0117 Österåker","el",0,0,0,0,0,0,0,1,0,0,0,1
"0117 Österåker","elhybrid",2,2,0,0,0,3,2,3,7,2,3,2
"0117 Österåker","laddhybrid",0,0,0,0,0,0,1,0,0,1,0,2
"0117 Österåker","etanol/etanol flexifuel",0,0,0,0,0,1,0,2,0,1,0,0
"0117 Österåker","gas/gas flexifuel",0,0,0,0,0,0,0,1,0,0,1,1
"0117 Österåker","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0120 Värmdö","bensin",16,29,33,35,27,27,17,26,20,23,26,18
"0120 Värmdö","diesel",39,28,29,25,31,27,27,30,28,36,35,29
"0120 Värmdö","el",0,0,0,0,0,0,0,0,0,0,0,0
"0120 Värmdö","elhybrid",0,0,2,2,1,1,0,0,2,3,2,5
"0120 Värmdö","laddhybrid",0,0,0,0,0,0,0,0,0,0,1,0
"0120 Värmdö","etanol/etanol flexifuel",1,1,1,0,0,0,0,0,0,0,0,0
"0120 Värmdö","gas/gas flexifuel",3,2,1,0,0,1,0,0,1,1,0,1
"0120 Värmdö","övriga bränslen",0,1,0,0,0,0,0,0,0,0,0,0
"0123 Järfälla","bensin",36,36,45,48,46,52,33,32,49,39,63,57
"0123 Järfälla","diesel",35,49,63,66,103,38,21,47,58,42,51,39
"0123 Järfälla","el",0,0,0,0,0,0,0,0,0,0,0,0
"0123 Järfälla","elhybrid",0,1,0,1,3,0,1,0,1,4,7,1
"0123 Järfälla","laddhybrid",0,0,0,0,0,1,0,0,0,1,0,0
"0123 Järfälla","etanol/etanol flexifuel",2,1,1,1,1,2,1,2,0,1,1,0
"0123 Järfälla","gas/gas flexifuel",1,2,7,1,1,2,1,1,4,4,0,1
"0123 Järfälla","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0125 Ekerö","bensin",8,16,20,11,16,13,15,15,22,17,19,18
"0125 Ekerö","diesel",14,8,29,13,26,11,13,12,19,22,23,19
"0125 Ekerö","el",0,0,0,0,0,0,0,0,0,0,0,0
"0125 Ekerö","elhybrid",0,0,0,0,1,2,0,1,0,3,0,1
"0125 Ekerö","laddhybrid",0,0,0,0,0,0,0,0,1,0,0,0
"0125 Ekerö","etanol/etanol flexifuel",1,0,0,0,0,0,0,1,1,0,0,0
"0125 Ekerö","gas/gas flexifuel",0,0,0,1,0,0,0,1,0,0,1,0
"0125 Ekerö","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0126 Huddinge","bensin",98,69,95,71,67,77,82,73,84,102,101,107
"0126 Huddinge","diesel",84,116,145,73,110,97,65,111,113,118,128,134
"0126 Huddinge","el",0,0,0,0,0,0,0,0,0,0,1,0
"0126 Huddinge","elhybrid",0,2,1,1,6,4,9,5,5,18,20,15
"0126 Huddinge","laddhybrid",0,0,0,0,0,0,6,2,3,1,1,1
"0126 Huddinge","etanol/etanol flexifuel",3,2,5,2,3,1,4,2,6,3,3,3
"0126 Huddinge","gas/gas flexifuel",4,3,6,2,3,1,1,3,2,3,4,5
"0126 Huddinge","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0127 Botkyrka","bensin",29,33,61,38,52,43,44,60,39,43,44,38
"0127 Botkyrka","diesel",35,39,56,43,49,47,46,41,47,65,62,39
"0127 Botkyrka","el",0,0,1,0,0,2,0,0,0,0,1,0
"0127 Botkyrka","elhybrid",0,0,2,0,1,0,0,5,4,3,6,1
"0127 Botkyrka","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0127 Botkyrka","etanol/etanol flexifuel",3,1,4,0,0,1,2,0,0,0,0,1
"0127 Botkyrka","gas/gas flexifuel",4,7,6,6,0,4,4,5,6,10,4,8
"0127 Botkyrka","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0128 Salem","bensin",10,5,4,9,16,9,14,13,8,16,11,7
"0128 Salem","diesel",8,7,13,7,14,15,14,13,2,12,11,3
"0128 Salem","el",0,0,0,0,0,0,0,0,0,0,0,0
"0128 Salem","elhybrid",0,0,1,0,1,0,0,0,2,1,2,0
"0128 Salem","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0128 Salem","etanol/etanol flexifuel",0,0,0,0,0,0,1,1,0,0,0,0
"0128 Salem","gas/gas flexifuel",0,0,0,0,0,1,0,0,0,0,0,0
"0128 Salem","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0136 Haninge","bensin",47,50,122,61,50,100,47,60,57,96,54,47
"0136 Haninge","diesel",51,77,105,66,87,62,58,62,56,94,65,114
"0136 Haninge","el",0,0,0,0,0,0,0,0,0,0,0,0
"0136 Haninge","elhybrid",0,2,0,0,0,3,3,2,4,6,5,0
"0136 Haninge","laddhybrid",0,0,0,0,1,0,0,0,0,0,0,1
"0136 Haninge","etanol/etanol flexifuel",3,1,3,1,5,2,1,0,0,2,0,1
"0136 Haninge","gas/gas flexifuel",3,0,3,1,0,1,0,1,4,2,1,0
"0136 Haninge","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0138 Tyresö","bensin",13,26,28,28,25,23,26,19,24,23,35,10
"0138 Tyresö","diesel",24,22,18,27,35,35,27,16,27,30,22,34
"0138 Tyresö","el",0,0,0,0,0,0,0,0,0,0,0,0
"0138 Tyresö","elhybrid",1,0,1,0,1,0,0,1,3,1,1,1
"0138 Tyresö","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0138 Tyresö","etanol/etanol flexifuel",0,0,0,0,0,2,0,0,1,0,0,0
"0138 Tyresö","gas/gas flexifuel",0,0,1,0,1,0,1,1,0,1,0,0
"0138 Tyresö","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0139 Upplands-Bro","bensin",4,13,10,20,16,22,14,15,22,23,47,95
"0139 Upplands-Bro","diesel",17,10,19,11,26,24,14,16,87,49,43,42
"0139 Upplands-Bro","el",0,0,1,0,0,0,0,0,0,0,0,0
"0139 Upplands-Bro","elhybrid",0,0,0,0,0,0,0,1,2,0,3,0
"0139 Upplands-Bro","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0139 Upplands-Bro","etanol/etanol flexifuel",1,0,3,1,0,0,2,2,10,1,1,1
"0139 Upplands-Bro","gas/gas flexifuel",0,1,0,1,0,1,1,0,0,3,0,1
"0139 Upplands-Bro","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0140 Nykvarn","bensin",4,1,8,4,9,12,7,10,7,7,10,4
"0140 Nykvarn","diesel",4,6,7,5,12,9,11,6,7,11,11,4
"0140 Nykvarn","el",0,0,0,0,0,0,0,0,0,0,0,0
"0140 Nykvarn","elhybrid",0,0,0,0,0,0,1,0,0,1,0,0
"0140 Nykvarn","laddhybrid",0,0,0,0,0,0,0,0,0,0,0,0
"0140 Nykvarn","etanol/etanol flexifuel",0,0,0,0,3,0,0,0,1,0,0,0
"0140 Nykvarn","gas/gas flexifuel",0,0,0,0,0,0,0,0,0,0,0,0
"0140 Nykvarn","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0160 Täby","bensin",27,49,83,47,57,43,37,40,44,54,52,47
"0160 Täby","diesel",49,51,93,54,85,64,46,61,62,72,81,84
"0160 Täby","el",0,0,0,0,0,0,0,0,0,0,0,0
"0160 Täby","elhybrid",4,2,1,2,1,3,0,5,5,6,3,14
"0160 Täby","laddhybrid",0,0,0,0,1,1,0,0,0,2,0,1
"0160 Täby","etanol/etanol flexifuel",1,2,0,2,3,0,1,3,0,0,0,3
"0160 Täby","gas/gas flexifuel",1,3,2,3,2,2,3,1,1,4,2,3
"0160 Täby","övriga bränslen",0,0,0,0,0,0,0,0,0,1,0,0
"0162 Danderyd","bensin",36,101,73,50,45,66,32,37,35,25,36,64
"0162 Danderyd","diesel",133,158,184,150,173,206,92,150,113,80,284,158
"0162 Danderyd","el",0,0,0,0,0,0,0,3,0,0,0,0
"0162 Danderyd","elhybrid",1,2,0,0,0,3,1,2,2,0,0,4
"0162 Danderyd","laddhybrid",0,0,0,0,0,0,1,1,1,1,1,1
"0162 Danderyd","etanol/etanol flexifuel",0,0,2,1,0,0,0,1,0,0,0,0
"0162 Danderyd","gas/gas flexifuel",3,3,0,0,0,1,4,2,0,0,1,2
"0162 Danderyd","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0163 Sollentuna","bensin",27,31,120,62,79,72,41,73,74,51,49,101
"0163 Sollentuna","diesel",51,54,65,118,186,174,85,170,172,189,142,127
"0163 Sollentuna","el",0,0,0,0,0,0,0,0,0,0,0,0
"0163 Sollentuna","elhybrid",0,0,1,1,1,1,2,8,3,2,9,6
"0163 Sollentuna","laddhybrid",0,0,1,0,0,0,1,0,0,0,1,1
"0163 Sollentuna","etanol/etanol flexifuel",1,3,2,0,2,3,3,0,4,2,9,1
"0163 Sollentuna","gas/gas flexifuel",5,8,4,5,3,2,0,3,2,3,2,10
"0163 Sollentuna","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0180 Stockholm","bensin",583,599,943,771,904,802,667,723,688,798,848,768
"0180 Stockholm","diesel",2158,2804,3451,2811,2878,3077,1894,2425,2852,3090,3304,3072
"0180 Stockholm","el",8,2,13,19,13,8,4,4,17,3,7,13
"0180 Stockholm","elhybrid",22,21,34,33,33,40,29,47,63,81,70,69
"0180 Stockholm","laddhybrid",0,0,2,5,6,3,14,22,43,29,13,17
"0180 Stockholm","etanol/etanol flexifuel",126,96,113,85,87,70,36,23,46,65,56,195
"0180 Stockholm","gas/gas flexifuel",116,106,125,76,132,62,116,66,99,181,97,118
"0180 Stockholm","övriga bränslen",0,0,0,0,0,0,0,0,0,0,0,0
"0181 Södertälje","bensin",74,85,203,94,79,104,84,62,63,75,81,93
"0181 Södertälje","diesel",136,113,148,157,138,138,83,76,92,140,103,93
"0181 Södertälje","el",0,0,0,0,0,0,0,0,0,0,0,0
